Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,EntryZScore,StopLossPercent
74,0.12,-815.29,-67.94083,0.70230,-0.52556,-0.79371,0,10.04,12,1.5,1.4
31,0.24,-1352.63,-75.14611,0.75753,-0.49357,-1.81693,0,16.90,18,2.2,2.2
62,0.13,-1953.15,-97.65750,0.72873,-0.48983,-2.24929,0,24.17,20,2.1,2.7
36,0.17,-2348.81,-117.44050,0.67729,-0.61326,-2.64313,0,24.02,20,1.5,2.9
55,1.14,-2401.19,-85.75679,0.69645,-0.74005,-3.89748,0,20.61,28,1.3,2.3
0,0,0.00,0,,0,0,0,0.00,0,4.9,2.4
22,0,0.00,0,,0,0,0,0.00,0,4.5,1.6
72,0,0.00,0,,0,0,0,0.00,0,4.8,0.4
86,0,0.00,0,,0,0,0,0.00,0,4.1,2.9
46,0,0.00,0,,0,0,0,0.00,0,4.7,2.2
65,0,0.00,0,,0,0,0,0.00,0,4.3,1
83,0,0.00,0,,0,0,0,0.00,0,4.4,2
97,0,0.00,0,,0,0,0,0.00,0,4.7,0.6
76,0,0.00,0,,0,0,0,0.00,0,4.2,0.8
117,0,0.00,0,,0,0,0,0.00,0,4.7,2.8
118,0,0.00,0,,0,0,0,0.00,0,5,0
38,0,0.00,0,,0,0,0,0.00,0,5,2.7
94,0,0.00,0,,0,0,0,0.00,0,5,1.8
4,0,0.00,0,,0,0,0,0.00,0,4.9,1.5
33,0,0.00,0,,0,0,0,0.00,0,4.9,1.2
69,0,0.00,0,,0,0,0,0.00,0,4.2,1.8
90,0,0.00,0,,0,0,0,0.00,0,4.1,1.8
25,0,0.00,0,,0,0,0,0.00,0,4.1,0.3
26,0,0.00,0,,0,0,0,0.00,0,4.6,0.5
2,0,0.00,0,,0,0,0,0.00,0,4.9,0
53,0,0.00,0,,0,0,0,0.00,0,4.2,2.6
112,0,0.00,0,,0,0,0,0.00,0,4.2,0.6
1,0,0.00,0,,0,0,0,0.00,0,4.6,3
95,0,0.00,0,,0,0,0,0.00,0,4.1,2.5
101,0,0.00,0,,0,0,0,0.00,0,5,2.2
102,0,0.00,0,,0,0,0,0.00,0,5,2.5
108,0,0.00,0,,0,0,0,0.00,0,4.8,1.4
109,0,0.00,0,,0,0,0,0.00,0,4.7,1.7
111,0,0.00,0,,0,0,0,0.00,0,4.8,2.1
122,0,0.00,0,,0,0,0,0.00,0,4.8,0.8
125,0,0.00,0,,0,0,0,0.00,0,4.3,1.5
126,0,0.00,0,,0,0,0,0.00,0,4.7,1.5
129,0,0.00,0,,0,0,0,0.00,0,4.8,1.5
131,0,0.00,0,,0,0,0,0.00,0,4.8,1.6
135,0,0.00,0,,0,0,0,0.00,0,4.3,0.3
140,0,0.00,0,,0,0,0,0.00,0,4.4,2.3
143,0,0.00,0,,0,0,0,0.00,0,4.8,1.1
150,0,0.00,0,,0,0,0,0.00,0,4.8,0.6
157,0,0.00,0,,0,0,0,0.00,0,4.8,0
