Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,EntryZScore,StopLossPercent
12,0.42,1264.24,63.21200,1.13748,0.35008,1.18199,0,20.04,20,2.5,2.8
96,0.06,1212.24,202.04000,1.83290,1.83262,0.69050,0,4.23,6,3.2,2.7
11,0.47,1203.73,60.18650,1.14177,0.36240,1.21593,0,18.66,20,2.5,2.6
7,0.06,1159.21,193.20167,1.82936,1.81928,0.68749,0,4.08,6,3.2,2.6
139,0.06,806.47,134.41167,1.84508,1.82496,0.69541,0,2.87,6,3.1,1.8
61,0.06,761.61,126.93500,1.84902,1.82374,0.69630,0,2.71,6,3,1.7
20,0.04,722.41,361.20500,3.75151,2.57278,0.67729,0,1.78,2,3.9,2.4
68,0.04,722.41,361.20500,3.75151,2.57278,0.67729,0,1.78,2,3.8,2.4
80,0.54,670.64,41.91500,1.55199,1.86782,2.24487,0,2.28,16,2.6,0.8
110,0.06,629.16,104.86000,1.85700,1.83487,0.70156,0,2.24,6,3,1.4
41,0.58,616.04,38.50250,1.64623,1.98403,2.35930,0,1.98,16,2.6,0.7
81,0.63,595.53,29.77650,1.15906,0.40847,1.32590,0,8.98,20,2.5,1.2
130,0.04,418.94,209.47000,3.76894,2.57682,0.67801,0,1.05,2,3.9,1.4
99,0.04,393.28,196.64000,3.76180,2.57517,0.67771,0,0.99,2,3.7,1.3
30,0.22,362.55,25.89643,1.28696,0.85578,0.88062,0,2.69,14,1.9,0.8
106,0.03,357.83,89.45750,1.50149,0.68086,0.33386,0,3.31,4,3.5,2.6
70,0.09,352.24,29.35333,1.12187,0.23927,0.27354,0,8.87,12,2.8,2.9
6,0.06,336.71,56.11833,1.64285,1.96941,0.59149,0,1.13,6,3.2,0.7
71,0.10,282.43,23.53583,1.13005,0.25741,0.29016,0,6.77,12,2.8,2.2
50,0.04,273.62,136.81000,3.79489,2.58278,0.67817,0,0.69,2,3.9,0.9
98,0.09,266.97,22.24750,1.10602,0.18599,0.17227,0,8.70,12,2.7,2.5
87,0.10,257.25,21.43750,1.13101,0.26008,0.29078,0,6.15,12,2.9,2
88,0.07,246.91,41.15167,2.36181,2.01773,0.77510,0,0.81,6,3.2,0.5
19,0.10,223.94,18.66167,1.13502,0.26969,0.29814,0,5.22,12,2.8,1.7
21,0.04,209.47,104.73500,3.76894,2.57682,0.67821,0,0.53,2,3.8,0.7
5,0.03,194.21,48.55250,1.51648,0.70519,0.33997,0,1.78,4,3.4,1.4
92,0.10,186.94,15.57833,1.13696,0.27247,0.30245,0,4.35,12,2.8,1.4
123,0.10,157.38,13.11500,1.13559,0.27025,0.29802,0,3.72,12,2.8,1.2
145,0.07,142.95,23.82500,1.87298,1.91314,0.56763,0,0.50,6,3.2,0.3
85,0.10,126.85,10.57083,1.15268,0.41992,0.37793,0,1.96,12,2.8,0.7
60,0.03,116.80,29.20000,1.55219,0.75026,0.36082,0,1.02,4,3.3,0.8
3,0.03,98.99,24.74750,1.53183,0.72894,0.34715,0,0.89,4,3.5,0.7
78,0.06,91.11,15.18500,2.33105,1.80631,0.71513,0,0.34,6,3,0.2
48,0.60,90.89,5.68063,1.65777,2.13960,2.45782,0,0.28,16,2.6,0.1
8,0.33,90.41,5.02278,1.06011,0.17577,0.31070,0,3.34,18,1.9,0.7
149,0.07,47.65,7.94167,1.85887,2.04069,0.58644,0,0.16,6,3.1,0.1
104,0.04,31.98,15.99000,2.23095,2.42273,0.41012,0,0.09,2,3.9,0.1
39,0.15,29.14,2.42833,1.16622,0.31209,0.25640,0,0.62,12,1.7,0.1
120,0.22,25.23,1.57688,1.08224,0.13496,0.27529,0,1.24,16,1.1,0.2
49,0.06,23.62,2.36200,1.11589,0.18665,0.10978,0,0.84,10,1.7,0.2
100,0.22,22.05,1.37813,1.07292,0.11795,0.24074,0,1.24,16,0.8,0.2
84,0.22,22.05,1.37813,1.07292,0.11795,0.24074,0,1.24,16,0.6,0.2
23,0.10,19.65,1.63750,1.20516,0.44548,0.41533,0,0.29,12,2.8,0.1
35,0.06,1.19,0.19833,1.49174,0.85000,1.96589,0,0.01,6,3.2,0
156,25.86,-10.14,-0.08741,0.77947,-0.79717,-5.00000,0,0.08,116,1.6,0
158,25.10,-15.07,-0.11081,0.73887,-0.87872,-5.00000,0,0.11,136,1.5,0
147,0.48,-24.04,-1.20200,0.96455,-0.11019,-0.21769,0,1.44,20,1.6,0.3
75,0.44,-33.49,-1.67450,0.97514,-0.06572,-0.16323,0,3.32,20,1.9,0.6
18,24.05,-56.66,-0.18160,0.54325,-0.97572,-5.00000,0,0.39,312,0.7,0
44,0.30,-57.99,-3.22167,0.92727,-0.15270,-0.44158,0,2.48,18,2.3,0.3
151,24.12,-67.33,-0.14765,0.58890,-0.97312,-5.00000,0,0.46,456,0,0
153,0.12,-71.17,-5.93083,0.60169,-0.55407,-1.01846,0,0.85,12,0,0.1
79,0.12,-71.17,-5.93083,0.60169,-0.55407,-1.01846,0,0.85,12,0.4,0.1
107,0.12,-71.17,-5.93083,0.60169,-0.55407,-1.01846,0,0.85,12,0.6,0.1
152,0.19,-79.52,-4.97000,0.98011,-0.03768,-0.09155,0,12.66,16,2.4,1.6
9,0.39,-89.22,-4.95667,0.95674,-0.09049,-0.25668,0,6.46,18,0.1,0.9
57,0.39,-89.22,-4.95667,0.95674,-0.09049,-0.25668,0,6.46,18,0.3,0.9
73,0.39,-89.22,-4.95667,0.95674,-0.09049,-0.25668,0,6.46,18,0.5,0.9
119,0.47,-91.87,-4.59350,0.88969,-0.28100,-0.93996,0,2.17,20,0.8,0.3
133,0.39,-96.18,-5.34333,0.89848,-0.19031,-0.62425,0,3.34,18,0,0.4
59,0.39,-96.18,-5.34333,0.89848,-0.19031,-0.62425,0,3.34,18,0.5,0.4
93,0.39,-101.98,-5.66556,0.95979,-0.08547,-0.23861,0,7.78,18,1.1,1.1
27,0.39,-107.24,-5.95778,0.95128,-0.09831,-0.28428,0,7.13,18,0.7,1
128,0.39,-125.46,-6.97000,0.95415,-0.09681,-0.27110,0,8.44,18,0,1.2
29,0.39,-125.46,-6.97000,0.95415,-0.09681,-0.27110,0,8.44,18,0.6,1.2
58,0.47,-126.88,-7.04889,0.88862,-0.19686,-0.61648,0,4.25,18,1.2,0.5
103,0.17,-134.73,-8.42063,0.97469,-0.04778,-0.11812,0,16.37,16,2.4,2.1
89,0.39,-136.24,-7.56889,0.95729,-0.09032,-0.25179,0,9.78,18,0.1,1.4
10,0.39,-136.24,-7.56889,0.95729,-0.09032,-0.25179,0,9.78,18,0.9,1.4
28,0.39,-136.24,-7.56889,0.95729,-0.09032,-0.25179,0,9.78,18,0.6,1.4
154,0.65,-137.69,-6.25864,0.84657,-0.36079,-1.35348,0,2.53,22,0,0.3
63,0.58,-158.44,-7.92200,0.86679,-0.24978,-1.02692,0,4.19,20,0,0.5
124,0.58,-163.23,-8.16150,0.88742,-0.21227,-0.83643,0,5.07,20,0,0.6
132,0.39,-169.22,-9.40111,0.95052,-0.10444,-0.29190,0,10.49,18,0,1.5
51,0.39,-169.22,-9.40111,0.95052,-0.10444,-0.29190,0,10.49,18,0.1,1.5
37,0.39,-169.22,-9.40111,0.95052,-0.10444,-0.29190,0,10.49,18,1,1.5
40,0.12,-188.46,-15.70500,0.94194,-0.13587,-0.14477,0,8.76,12,1.8,1.7
144,0.12,-195.69,-16.30750,0.74469,-0.49927,-0.56814,0,2.58,12,1.6,0.5
13,0.39,-196.61,-10.92278,0.94396,-0.11339,-0.32556,0,11.20,18,0.7,1.6
136,0.58,-199.03,-9.95150,0.88305,-0.22476,-0.87609,0,5.82,20,0,0.7
32,0.31,-199.85,-11.10278,0.96227,-0.10528,-0.21795,0,11.84,18,1.8,2.1
113,0.42,-201.01,-11.16722,0.96196,-0.07574,-0.19604,0,16.82,18,1.2,2.4
54,0.38,-210.39,-11.68833,0.94857,-0.10903,-0.30310,0,12.42,18,0.6,1.8
115,0.38,-221.02,-12.27889,0.94878,-0.10816,-0.30164,0,13.13,18,0,1.9
56,0.38,-221.02,-12.27889,0.94878,-0.10816,-0.30164,0,13.13,18,0.2,1.9
52,0.58,-223.33,-11.16650,0.83357,-0.31146,-1.34635,0,4.73,20,0.3,0.5
142,0.58,-231.58,-11.57900,0.88173,-0.22825,-0.88652,0,6.66,20,0,0.8
14,0.12,-233.50,-19.45833,0.93906,-0.14278,-0.15273,0,10.23,12,1.8,2
66,0.36,-256.46,-14.24778,0.95102,-0.10412,-0.28928,0,15.70,18,1.1,2.3
43,0.37,-263.02,-14.61222,0.94494,-0.11669,-0.32446,0,14.42,18,0.4,2.1
34,0.37,-263.02,-14.61222,0.94494,-0.11669,-0.32446,0,14.42,18,0.7,2.1
16,0.18,-264.08,-18.86286,0.93079,-0.16297,-0.22411,0,10.29,14,1.6,2.3
127,0.29,-270.68,-15.03778,0.91868,-0.16837,-0.51314,0,9.90,18,2.3,1.2
91,0.18,-272.75,-19.48214,0.87705,-0.30306,-0.50620,0,5.79,14,2,1
47,0.28,-273.16,-15.17556,0.96120,-0.10783,-0.22411,0,15.46,18,1.8,2.8
141,0.36,-306.36,-17.02000,0.94117,-0.12438,-0.34638,0,15.70,18,0,2.3
24,0.27,-315.08,-17.50444,0.95826,-0.11541,-0.24174,0,16.56,18,1.7,3
134,0.35,-321.94,-17.88556,0.94068,-0.12575,-0.34903,0,16.29,18,0,2.4
67,0.35,-321.94,-17.88556,0.94068,-0.12575,-0.34903,0,16.29,18,0.6,2.4
148,0.34,-339.12,-18.84000,0.93988,-0.12745,-0.35332,0,16.90,18,0,2.5
15,0.34,-339.12,-18.84000,0.93988,-0.12745,-0.35332,0,16.90,18,0.3,2.5
105,0.12,-341.05,-28.42083,0.69476,-0.50913,-0.79986,0,4.41,12,1.5,0.6
77,0.58,-358.19,-17.90950,0.83006,-0.31499,-1.34872,0,7.46,20,0.6,0.8
17,0.58,-367.06,-18.35300,0.83006,-0.32029,-1.37692,0,7.52,20,0.3,0.8
121,0.33,-371.35,-20.63056,0.93669,-0.13393,-0.37227,0,17.57,18,0.5,2.6
42,0.33,-371.35,-20.63056,0.93669,-0.13393,-0.37227,0,17.57,18,0.7,2.6
155,0.57,-376.66,-18.83300,0.87968,-0.23160,-0.89315,0,10.57,20,0,1.3
137,0.30,-396.50,-22.02778,0.93710,-0.13304,-0.36890,0,18.82,18,0,2.8
114,0.90,-398.90,-16.62083,0.93326,-0.17971,-0.66029,0,14.18,24,1.4,2
82,0.29,-421.66,-23.42556,0.93526,-0.13685,-0.37992,0,19.42,18,0.5,2.9
146,0.18,-430.24,-30.73143,0.87221,-0.31420,-0.52908,0,8.65,14,2,1.5
116,0.57,-447.12,-22.35600,0.83329,-0.31467,-1.33990,0,9.29,20,0.3,1
138,0.56,-485.74,-24.28700,0.87407,-0.24307,-0.93639,0,12.91,20,0,1.6
64,0.57,-695.67,-34.78350,0.70701,-0.57017,-2.10236,0,7.98,20,1.5,0.9
45,0.17,-716.62,-51.18714,0.86751,-0.32375,-0.55688,0,13.55,14,1.9,2.4
