Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,EntryZScore,StopLossPercent
17,3.12,4479.37,186.64042,1.50837,2.38460,4.58675,0,9.15,24,2.2,2.8
98,3.22,3407.40,141.97500,1.53323,2.69763,4.69985,0,6.61,24,2.2,2
60,3.23,2879.80,119.99167,1.53366,2.77122,4.73544,0,5.63,24,2.2,1.7
134,3.99,2811.40,100.40714,1.22772,0.92229,3.81662,0,15.11,28,2.3,2.5
81,2.15,2491.49,113.24955,1.41872,2.23208,3.32481,0,6.33,22,1.9,1.8
25,3.59,2454.48,94.40308,1.22074,1.35668,2.83363,0,10.04,26,2,2.5
44,3.24,2353.50,98.06250,1.53358,2.83176,4.76425,0,4.67,24,2.2,1.4
100,2.12,2273.75,103.35227,1.40611,2.17189,3.32717,0,6.01,22,2,1.7
29,0.38,2229.75,159.26786,1.40605,1.87020,2.40140,0,7.32,14,2.8,2.2
88,0.38,1834.93,131.06643,1.41187,1.89451,2.43714,0,6.03,14,2.8,1.8
125,1.97,1748.14,72.83917,1.25084,1.28900,2.29497,0,8.85,24,0,2.3
11,3.24,1660.77,69.19875,1.53269,2.81529,4.80079,0,3.89,24,2.2,1
102,0.95,1599.85,79.99250,1.27250,1.36249,3.19511,0,6.92,20,2.5,1.5
69,2.12,1446.83,65.76500,1.40373,2.17647,3.35088,0,4.02,22,2,1.1
106,4.30,1317.23,47.04393,1.25550,1.10998,4.07024,0,6.89,28,2.3,1.1
18,1.87,1308.47,59.47591,1.41540,1.86482,3.48857,0,4.55,22,2.1,1
91,3.24,1155.22,48.13417,1.53342,2.80400,4.83328,0,2.72,24,2.2,0.7
3,0.38,1113.81,79.55786,1.41433,1.92941,2.46921,0,3.69,14,2.8,1.1
131,2.01,1004.20,41.84167,1.25642,1.31385,2.38497,0,5.03,24,0,1.3
119,4.34,965.64,34.48714,1.26178,1.15503,4.14010,0,5.04,28,2.3,0.8
95,1.61,804.41,36.56409,1.24018,1.37671,2.03085,0,3.68,22,1.7,1
130,4.37,725.37,25.90607,1.26647,1.18466,4.18632,0,3.78,28,2.3,0.6
64,2.13,649.48,29.52182,1.40579,2.20103,3.39577,0,1.88,22,2,0.5
93,2.05,634.76,26.44833,1.26654,1.35679,2.47963,0,3.09,24,0,0.8
116,4.39,608.90,21.74643,1.26965,1.20629,4.24030,0,3.16,28,2.3,0.5
127,0.95,485.52,26.97333,1.41249,2.04740,2.46092,0,1.52,18,1.9,0.4
76,0.22,484.05,30.25313,1.06263,0.25303,0.62442,0,11.40,16,2.9,2.6
128,2.06,476.66,19.86083,1.26919,1.37990,2.50594,0,2.29,24,0,0.6
120,1.48,452.48,22.62400,1.54071,2.64810,3.93407,0,1.13,20,2.1,0.3
90,0.58,426.71,19.39591,1.04635,0.13635,0.63238,0,17.40,22,2.4,2.4
45,0.68,413.94,18.81546,1.05688,0.16481,0.75936,0,14.37,22,2.4,1.9
50,0.04,407.23,101.80750,1.90616,0.68575,0.21792,0,3.95,4,3.3,2.6
87,0.04,362.14,90.53500,1.91233,0.68807,0.21923,0,3.50,4,3.3,2.3
67,0.23,355.21,22.20063,1.07131,0.28922,0.70051,0,7.59,16,3,1.7
33,0.63,277.50,15.41667,1.22877,1.19314,1.41743,0,1.51,18,1.8,0.4
22,0.75,254.77,11.58046,1.06769,0.19757,0.88782,0,7.91,22,2.4,1
112,0.23,245.70,15.35625,1.07705,0.31356,0.74989,0,4.97,16,2.9,1.1
54,0.23,233.67,14.60438,1.08067,0.32915,0.78278,0,4.52,16,3,1
68,0.22,204.34,12.77125,1.06413,0.24049,0.53028,0,5.38,16,2.7,1.1
71,0.04,160.48,40.12000,1.93172,0.69938,0.22445,0,1.53,4,3.3,1
97,0.58,112.72,7.04500,1.37355,1.98241,1.77843,0,0.38,16,1.7,0.1
94,0.04,65.22,16.30500,1.96881,0.72082,0.23144,0,0.60,4,3.3,0.4
124,1.45,43.23,1.66269,1.01843,0.07542,0.20012,0,3.79,26,0,0.7
2,0.13,42.07,3.50583,1.16246,0.63540,0.69386,0,0.44,12,3.1,0.1
24,0.13,34.28,2.85667,1.12423,0.39935,0.31831,0,0.57,12,0.8,0.2
136,1.47,32.93,1.26654,1.03324,0.13350,0.35737,0,1.64,26,0,0.3
34,0.15,25.53,1.82357,1.09380,0.37456,0.46181,0,0.45,14,2.6,0.1
79,1.44,24.35,0.93654,1.01459,0.05802,0.15838,0,2.78,26,0.5,0.5
19,1.57,21.16,0.81385,1.00391,0.01603,0.04274,0,8.66,26,0.7,1.6
6,0.15,20.11,1.43643,1.07261,0.35035,0.27790,0,0.38,14,1.5,0.1
63,1.48,13.32,0.51231,1.01892,0.08359,0.21591,0,1.06,26,0.2,0.2
105,28.25,-8.84,-0.07754,0.85501,-0.95671,-5.00000,0,0.06,114,1.6,0
30,0.04,-11.35,-1.89167,0.98558,-0.03077,-0.01307,0,2.40,6,3.2,1.1
43,0.01,-15.93,-7.96500,0,-0.88994,-0.29814,0,0.12,2,3.6,0.1
12,0.59,-17.42,-0.87100,0.99379,-0.02884,-0.06098,0,3.90,20,0.8,1
135,0.04,-19.79,-3.29833,0.75495,-0.55465,-0.17264,0,0.24,6,0,0.1
57,1.50,-27.39,-1.05346,0.99672,-0.01330,-0.03549,0,13.41,26,0.6,2.5
121,27.46,-31.67,-0.06543,0.83593,-0.96115,-5.00000,0,0.22,484,0,0
55,0.59,-64.82,-3.24100,0.97809,-0.09775,-0.20705,0,4.28,20,0.9,1.1
82,0.48,-71.27,-3.56350,0.97466,-0.10748,-0.21979,0,4.28,20,0.4,1.1
77,0.47,-84.96,-4.24800,0.97452,-0.10758,-0.22123,0,5.06,20,0.4,1.3
117,0.01,-85.97,-42.98500,0,-0.81504,-0.41053,0,0.70,2,3.5,0.5
47,0.01,-119.78,-59.89000,0,-0.81163,-0.40912,0,0.98,2,3.5,0.7
78,0.58,-136.09,-6.80450,0.98136,-0.08483,-0.18500,0,9.88,20,0.9,2.6
16,0.01,-138.43,-69.21500,0,-0.81276,-0.40971,0,1.13,2,3.9,0.8
101,0.47,-140.50,-7.02500,0.96953,-0.12797,-0.26512,0,6.95,20,0.4,1.8
