Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,EntryZScore,StopLossPercent
120,0.02,793.40,396.70000,1.51634,1.46152,0.52522,0,3.53,2,4.8,2.7
30,0.03,767.76,383.88000,1.60092,1.43541,0.59052,0,3.47,2,3.7,2.5
89,0.03,705.75,352.87500,1.60020,1.43448,0.59025,0,3.20,2,4.7,2.3
67,0.03,705.75,352.87500,1.60020,1.43448,0.59025,0,3.20,2,4.4,2.3
17,1.89,691.70,26.60385,1.12243,0.57304,1.26393,0,7.19,26,0.2,1.5
38,0.03,675.09,337.54500,1.59917,1.43313,0.58964,0,3.07,2,4.2,2.2
61,0.03,612.39,306.19500,1.59955,1.43363,0.59013,0,2.79,2,5,2
78,0.03,612.39,306.19500,1.59955,1.43363,0.59013,0,2.79,2,4.9,2
11,0.03,581.73,290.86500,1.59832,1.43202,0.58938,0,2.65,2,5,1.9
70,0.02,558.64,279.32000,1.25262,0.78272,0.20325,0,4.48,2,3.7,2.8
115,0.03,550.38,275.19000,1.59849,1.43224,0.58961,0,2.51,2,4.9,1.8
7,0.03,550.38,275.19000,1.59849,1.43224,0.58961,0,2.51,2,4.4,1.8
0,0.03,550.38,275.19000,1.59849,1.43224,0.58961,0,2.51,2,3.9,1.8
105,0.03,488.37,244.18500,1.59715,1.43049,0.58889,0,2.24,2,4.7,1.6
6,0.02,477.34,238.67000,1.20820,0.61587,0.16891,0,4.87,2,4,2.9
47,0.03,457.02,228.51000,1.59727,1.43065,0.58908,0,2.10,2,3.8,1.5
42,0.03,430.56,215.28000,1.60131,1.43592,0.59199,0,1.97,2,4.4,1.4
46,0.03,430.56,215.28000,1.60131,1.43592,0.59199,0,1.97,2,4.5,1.4
28,0.02,401.46,200.73000,1.16950,0.48233,0.13814,0,5.24,2,3.9,3
41,0.03,395.01,197.50500,1.59544,1.42825,0.58965,0,1.82,2,4.3,1.3
80,0.03,395.01,197.50500,1.59544,1.42825,0.58965,0,1.82,2,3.7,1.3
4,0.03,368.55,184.27500,1.60000,1.43421,0.59129,0,1.69,2,4.9,1.2
60,0.03,305.85,152.92500,1.60094,1.43544,0.59215,0,1.41,2,3.9,1
