Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,EntryZScore,StopLossPercent
131,0.06,1854.73,309.12167,1.66502,0.89666,0.23762,0,11.35,6,2.4,3
96,0.06,1790.33,298.38833,1.66585,0.90286,0.23841,0,10.96,6,2.4,2.9
136,0.06,1667.53,277.92167,1.66841,0.90969,0.23879,0,10.26,6,2.4,2.7
11,0.05,1370.92,228.48667,1.56214,1.22872,0.28826,0,6.52,6,2.5,2
17,0.09,923.14,65.93857,1.11097,0.22951,0.56029,0,20.56,14,1.6,2.9
39,0.06,829.74,138.29000,1.58126,1.30481,0.29660,0,3.91,6,2.6,1.2
20,0.08,668.36,83.54500,1.36389,0.49870,0.21352,0,8.10,8,2.1,2.1
93,0.06,554.74,92.45667,1.58502,1.32339,0.29733,0,2.65,6,2.5,0.8
40,0.10,507.56,36.25429,1.07044,0.14387,0.35790,0,18.84,14,1.5,2.4
97,0.11,500.68,35.76286,1.07284,0.14931,0.36926,0,18.07,14,1.5,2.3
43,0.08,493.28,61.66000,1.37802,0.52632,0.22174,0,5.82,8,2.1,1.5
95,0.12,452.01,37.66750,1.10638,0.22704,0.22699,0,11.89,12,0.3,2.7
13,0.20,438.25,31.30357,1.17510,0.54872,0.78686,0,4.95,14,0.7,1.1
84,0.12,426.46,35.53833,1.10898,0.23346,0.23217,0,11.00,12,0.3,2.5
120,0.22,409.80,25.61250,1.06078,0.12122,0.41240,0,18.37,16,1.3,2.2
87,0.14,399.65,28.54643,1.08040,0.16602,0.39891,0,13.69,14,1.5,1.7
24,0.15,385.27,27.51929,1.10262,0.22210,0.47317,0,10.23,14,1.6,1.3
117,0.08,382.17,38.21700,1.14104,0.18208,0.15363,0,12.40,10,2,2.6
94,0.12,375.30,31.27500,1.10927,0.23486,0.23262,0,9.75,12,0.3,2.2
63,0.08,363.09,45.38625,1.38455,0.53414,0.22395,0,4.30,8,2.1,1.1
137,0.15,358.82,25.63000,1.10413,0.22567,0.47841,0,9.47,14,1.6,1.2
76,0.26,344.72,21.54500,1.06748,0.13552,0.45065,0,14.46,16,1.3,1.7
72,0.71,306.99,17.05500,1.35550,1.03461,2.95595,0,1.91,18,1,0.3
53,0.28,294.98,18.43625,1.08143,0.17229,0.55038,0,10.19,16,1.4,1.2
51,0.14,292.23,20.87357,1.08487,0.17640,0.41386,0,9.86,14,1.5,1.2
65,0.27,253.14,15.82125,1.07157,0.14432,0.46935,0,10.44,16,1.3,1.2
116,0.08,245.36,24.53600,1.14747,0.19223,0.16007,0,7.89,10,2,1.6
100,0.08,241.13,24.11300,1.15511,0.20369,0.16818,0,7.35,10,2,1.5
101,0.12,240.06,20.00500,1.11980,0.25721,0.25178,0,5.90,12,0.4,1.3
35,0.23,104.82,6.55125,1.09189,0.19004,0.60017,0,3.54,16,1.4,0.4
47,0.59,51.58,2.57900,1.01619,0.04919,0.19160,0,6.56,20,0.9,0.9
19,58.92,4.54,0.02551,1.06281,0.68066,4.20457,0,0.04,178,1.1,0
149,3.70,3.19,0.12269,1.20809,1.45662,16.71424,0,0.01,26,2.4,0
80,0.06,-3.35,-0.20938,0.99967,-0.00066,-0.00256,0,25.89,16,1.1,3
22,29.31,-19.25,-0.03977,0.89780,-0.89410,-5.00000,0,0.14,484,0,0
45,0.21,-22.04,-1.37750,0.99440,-0.01120,-0.04119,0,11.71,16,1.2,1.2
135,0.01,-23.53,-11.76500,0,-0.81334,-1.08094,0,0.19,2,3.2,0.1
83,0.18,-29.89,-2.13500,0.93066,-0.22075,-0.31511,0,0.90,14,0,0.2
12,0.18,-50.59,-3.16188,0.99107,-0.01775,-0.06694,0,16.20,16,1.1,1.7
69,0.08,-61.40,-6.14000,0.90392,-0.22209,-0.20624,0,1.82,10,0.3,0.3
31,1.26,-63.17,-2.63208,0.92275,-0.16101,-1.10030,0,2.56,24,1.4,0.2
134,0.01,-73.39,-36.69500,0,-0.79833,-1.09098,0,0.61,2,3.2,0.3
108,0.05,-74.39,-9.29875,0.68447,-0.73039,-0.56993,0,0.68,8,2.9,0.1
139,0.70,-79.54,-3.61546,0.93342,-0.14003,-0.87433,0,3.68,22,1.6,0.3
70,0.03,-92.56,-15.42667,0.64836,-0.52925,-0.12062,0,1.16,6,2.2,0.4
125,0.01,-146.78,-73.39000,0,-0.79833,-1.09097,0,1.22,2,3.2,0.6
82,0.12,-160.13,-13.34417,0.92819,-0.13670,-0.18674,0,7.37,12,0.1,1.3
5,0.05,-164.53,-20.56625,0.65695,-0.91173,-0.76437,0,1.20,8,2.7,0.2
38,0.01,-170.31,-85.15500,0,-0.80037,-1.09009,0,1.42,2,3.2,0.7
10,0.66,-189.88,-8.63091,0.94429,-0.19402,-0.77583,0,6.23,22,1.9,0.9
128,0.08,-209.16,-20.91600,0.65427,-0.78325,-0.68886,0,1.78,10,0,0.3
61,0.12,-214.73,-17.89417,0.84582,-0.29898,-0.39877,0,4.65,12,0.6,0.7
74,0.06,-216.00,-21.60000,0.86827,-0.19915,-0.17980,0,6.88,10,0.4,1.2
33,0.18,-247.43,-17.67357,0.89531,-0.24188,-0.45099,0,6.53,14,0.9,1
86,0.12,-258.29,-21.52417,0.83693,-0.31421,-0.42458,0,5.31,12,0.6,0.8
142,0.26,-278.68,-17.41750,0.87552,-0.36893,-0.89729,0,4.91,16,0,0.9
50,0.12,-283.62,-23.63500,0.92137,-0.14847,-0.20652,0,11.62,12,0.1,2.1
91,0.01,-296.33,-148.16500,0,-0.79826,-1.09095,0,2.47,2,3.2,1.2
104,0.05,-296.46,-37.05750,0.72669,-0.71090,-0.52217,0,2.76,8,2.8,0.4
115,0.31,-313.25,-17.40278,0.88348,-0.23841,-1.18091,0,8.26,18,2.2,0.9
146,0.08,-369.31,-36.93100,0.51292,-0.80133,-0.78153,0,3.06,10,0,0.5
52,0.05,-387.25,-48.40625,0.71745,-0.71998,-0.54101,0,3.55,8,2.8,0.5
141,0.04,-433.51,-54.18875,0.43393,-0.81567,-0.48382,0,3.54,8,1.9,0.8
71,0.05,-456.70,-57.08750,0.72161,-0.71631,-0.53544,0,4.20,8,2.8,0.6
138,0.01,-466.64,-233.32000,0,-0.79903,-1.09057,0,3.88,2,3.2,1.9
49,0.04,-525.31,-87.55167,0.63976,-0.68603,-0.43530,0,5.03,6,3.1,0.9
143,0.08,-601.63,-60.16300,0.50418,-0.81044,-0.79402,0,4.92,10,0,0.8
21,0.01,-616.19,-308.09500,0,-0.79883,-1.09056,0,5.11,2,3.2,2.5
129,0.01,-689.58,-344.79000,0,-0.79877,-1.09053,0,5.72,2,3.2,2.8
79,0.16,-707.90,-50.56429,0.88084,-0.26980,-0.52065,0,15.75,14,0.9,2.5
119,0.12,-743.03,-53.07357,0.86053,-0.28887,-0.61745,0,15.47,14,1.9,2.2
145,0.08,-809.92,-80.99200,0.50985,-0.80407,-0.78584,0,6.67,10,0,1.1
34,0.05,-824.76,-103.09500,0.72524,-0.71011,-0.53078,0,7.58,8,2.8,1.1
46,0.10,-845.72,-70.47667,0.83783,-0.30914,-0.43064,0,16.41,12,0.6,2.6
140,0.08,-881.43,-88.14300,0.51028,-0.80448,-0.78693,0,7.25,10,0,1.2
64,0.05,-891.07,-111.38375,0.50075,-0.68965,-0.41736,0,8.50,8,2.3,1.9
78,0.05,-969.38,-121.17250,0.72632,-0.70944,-0.52967,0,8.88,8,2.9,1.3
23,0.08,-1049.92,-74.99429,0.85574,-0.29568,-0.64650,0,20.61,14,1.9,3
127,0.08,-1111.91,-111.19100,0.50594,-0.80849,-0.79265,0,9.08,10,0,1.5
59,0.05,-1162.18,-145.27250,0.49953,-0.69093,-0.41905,0,11.02,8,2.3,2.5
109,0.04,-1164.91,-194.15167,0.63922,-0.68464,-0.44040,0,10.96,6,3.1,2
132,0.08,-1185.05,-118.50500,0.50438,-0.81020,-0.79509,0,9.66,10,0,1.6
85,0.05,-1256.87,-157.10875,0.49763,-0.69241,-0.41961,0,11.88,8,2.3,2.7
126,0.08,-1394.92,-139.49200,0.50562,-0.80971,-0.79711,0,11.35,10,0,1.9
103,0.05,-1399.51,-174.93875,0.72791,-0.70694,-0.53224,0,12.71,8,2.8,1.9
147,0.07,-1748.51,-174.85100,0.50284,-0.80948,-0.80140,0,14.19,10,0,2.4
36,0.05,-1754.26,-219.28250,0.72871,-0.70521,-0.53513,0,15.82,8,3,2.4
18,0.04,-1967.53,-245.94125,0.72851,-0.70496,-0.53786,0,17.65,8,2.9,2.7
105,0.07,-2096.61,-209.66100,0.50130,-0.81082,-0.80373,0,16.93,10,0,2.9
3,0,0.00,0,,0,0,0,0.00,0,4.7,0.7
4,0,0.00,0,,0,0,0,0.00,0,3.8,2.7
29,0,0.00,0,,0,0,0,0.00,0,3.9,0.8
30,0,0.00,0,,0,0,0,0.00,0,4.3,0.5
37,0,0.00,0,,0,0,0,0.00,0,4.7,0.5
1,0,0.00,0,,0,0,0,0.00,0,3.8,0
2,0,0.00,0,,0,0,0,0.00,0,3.5,1.6
44,0,0.00,0,,0,0,0,0.00,0,5,2.2
73,0,0.00,0,,0,0,0,0.00,0,4.9,1.5
0,0,0.00,0,,0,0,0,0.00,0,3.3,2.4
14,0,0.00,0,,0,0,0,0.00,0,4.8,2.5
15,0,0.00,0,,0,0,0,0.00,0,4.7,2.7
27,0,0.00,0,,0,0,0,0.00,0,3.6,2.8
28,0,0.00,0,,0,0,0,0.00,0,4,1.7
66,0,0.00,0,,0,0,0,0.00,0,4.6,1.9
67,0,0.00,0,,0,0,0,0.00,0,4.1,0.6
32,0,0.00,0,,0,0,0,0.00,0,3.5,1.5
57,0,0.00,0,,0,0,0,0.00,0,3.9,2
58,0,0.00,0,,0,0,0,0.00,0,4.6,3
102,0,0.00,0,,0,0,0,0.00,0,4,0.4
110,0,0.00,0,,0,0,0,0.00,0,4.2,1.6
