Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,EntryZScore,StopLossPercent
65,1.63,4375.04,218.75200,1.53586,2.84095,4.50375,0,7.88,20,1.7,2.7
10,1.63,3842.11,192.10550,1.53651,2.87271,4.51101,0,7.05,20,1.6,2.4
76,1.63,3685.51,184.27550,1.54067,2.89833,4.53569,0,6.76,20,1.7,2.3
62,1.04,3264.92,181.38444,1.47253,2.33658,3.29929,0,7.60,18,1.8,2.6
110,1.66,3186.17,159.30850,1.57949,2.96124,4.37497,0,5.88,20,1.5,2
86,1.64,2835.45,141.77250,1.54733,2.98390,4.57107,0,5.31,20,1.7,1.8
46,1.64,2497.20,124.86000,1.54741,3.00346,4.57689,0,4.73,20,1.7,1.6
32,1.05,2474.21,137.45611,1.47583,2.39501,3.32801,0,5.88,18,1.8,2
26,1.07,1939.97,107.77611,1.51166,2.43235,3.15896,0,4.69,18,1.9,1.6
100,3.01,1872.06,72.00231,1.22162,0.83268,2.52716,0,13.16,26,1.4,2.4
85,1.07,1844.58,102.47667,1.51514,2.46397,3.21542,0,4.43,18,1.8,1.5
35,1.07,1584.39,88.02167,1.51292,2.47987,3.20342,0,3.84,18,1.8,1.3
130,3.02,1417.03,54.50115,1.21281,0.79944,2.39988,0,10.65,26,1.5,1.9
58,3.08,1252.78,48.18385,1.22760,0.85055,2.58814,0,9.00,26,1.4,1.6
70,1.08,1084.01,60.22278,1.51890,2.52777,3.23110,0,2.82,18,1.8,0.9
152,1.68,1058.76,52.93800,1.59615,3.15718,4.47463,0,2.18,20,1.6,0.7
18,0.10,1008.50,100.85000,1.20728,0.50605,0.34767,0,11.56,10,3.4,2.8
4,0.10,933.88,93.38800,1.20723,0.50797,0.34737,0,10.77,10,3.4,2.6
81,1.71,920.04,46.00200,1.65862,3.13632,4.77169,0,1.91,20,1.4,0.6
125,1.14,852.37,47.35389,1.61994,2.90564,3.94781,0,1.91,18,1.6,0.6
75,0.52,821.58,51.34875,1.35903,1.86596,1.93556,0,2.84,16,1.7,0.9
61,0.72,669.41,41.83813,1.54921,2.37010,2.72789,0,1.87,16,1.8,0.6
95,0.11,402.25,40.22500,1.21591,0.54555,0.35978,0,4.65,10,3.4,1.1
12,0.14,374.50,31.20833,1.26119,1.11965,0.71312,0,2.20,12,1.8,0.7
8,0.09,263.04,26.30400,1.46394,0.72923,0.56081,0,2.34,10,1.5,0.5
118,0.07,151.58,18.94750,1.04464,0.08707,0.04272,0,10.73,8,3.5,2.6
154,0.15,75.04,5.36000,1.18208,0.35492,0.57936,0,1.39,14,1.5,0.3
126,0.10,70.54,5.87833,1.17699,0.33363,0.38795,0,1.39,12,1.6,0.3
96,0.27,55.78,3.48625,1.01472,0.04647,0.09869,0,7.40,16,2.1,1.5
136,0.12,47.65,3.97083,1.35161,0.86338,0.84539,0,0.37,12,1.6,0.1
40,0.10,25.20,2.10000,1.06280,0.23691,0.18320,0,0.70,12,1.9,0.2
39,0.04,1.08,0.18000,1.30168,0.31858,1.04015,0,0.02,6,3.6,0
143,21.06,-5.21,-0.10854,0.83455,-0.60936,-5.00000,0,0.06,48,2.3,0
150,30.27,-6.19,-0.07369,0.87647,-0.57209,-5.00000,0,0.07,84,2,0
138,25.68,-8.15,-0.09056,0.85228,-0.63772,-5.00000,0,0.09,90,1.9,0
91,26.34,-10.63,-0.08053,0.84372,-0.66355,-5.00000,0,0.11,132,1.7,0
107,26.19,-11.65,-0.10991,0.81038,-0.75797,-5.00000,0,0.10,106,1.8,0
89,0.02,-24.50,-12.25000,0.36364,-0.51234,-0.25960,0,0.32,2,4.7,0.1
151,0.08,-33.26,-3.32600,0.93757,-0.17178,-0.10950,0,1.28,10,3.1,0.3
146,0.09,-40.74,-3.39500,0.73881,-0.61587,-0.80606,0,0.44,12,0.8,0.1
148,0.09,-40.74,-3.39500,0.73881,-0.61587,-0.80606,0,0.44,12,0.7,0.1
36,0.26,-47.90,-2.99375,0.99367,-0.02036,-0.05087,0,13.64,16,2.1,2.8
114,0.02,-51.00,-25.50000,0.38182,-0.48516,-0.24319,0,0.70,2,4.1,0.2
105,0.02,-51.00,-25.50000,0.38182,-0.48516,-0.24319,0,0.70,2,4,0.2
17,0.02,-51.00,-25.50000,0.38182,-0.48516,-0.24319,0,0.70,2,4.7,0.2
92,0.02,-51.00,-25.50000,0.38182,-0.48516,-0.24319,0,0.70,2,4.4,0.2
68,26.11,-55.09,-0.13117,0.73921,-0.96938,-5.00000,0,0.38,420,0.6,0
112,0.08,-56.22,-5.62200,0.92371,-0.20578,-0.13543,0,1.81,10,3.1,0.4
124,24.90,-68.33,-0.12893,0.73644,-0.95902,-5.00000,0,0.48,530,0,0
134,0.08,-69.13,-6.91300,0.92713,-0.20153,-0.13014,0,2.27,10,3.2,0.5
48,0.02,-73.75,-36.87500,0.39050,-0.47267,-0.23492,0,1.03,2,4.5,0.3
3,0.02,-73.75,-36.87500,0.39050,-0.47267,-0.23492,0,1.03,2,4.3,0.3
13,0.08,-77.55,-7.75500,0.92405,-0.16614,-0.10665,0,3.08,10,3.3,0.7
87,0.02,-81.78,-20.44500,0.55145,-0.64151,-0.15837,0,0.85,4,3.7,0.2
88,0.39,-86.70,-4.81667,0.86454,-0.45192,-1.53868,0,1.27,18,2.4,0.2
153,0.08,-101.42,-10.14200,0.92407,-0.20735,-0.13667,0,3.22,10,3.2,0.7
74,0.02,-102.00,-51.00000,0.38182,-0.48516,-0.24361,0,1.39,2,4.5,0.4
21,0.02,-102.00,-51.00000,0.38182,-0.48516,-0.24361,0,1.39,2,3.8,0.4
122,0.47,-111.36,-5.56800,0.97377,-0.08843,-0.32039,0,7.96,20,2.4,1.2
147,0.14,-140.06,-10.00429,0.71663,-0.55181,-1.08116,0,1.69,14,0,0.3
51,0.08,-147.38,-14.73800,0.92327,-0.20996,-0.13800,0,4.59,10,3.1,1
145,0.06,-148.61,-14.86100,0.71321,-0.43839,-0.43263,0,2.26,10,0,0.4
121,0.31,-155.10,-8.61667,0.87139,-0.38250,-1.21379,0,2.68,18,2.6,0.4
135,0.08,-185.93,-18.59300,0.91902,-0.22003,-0.14570,0,5.51,10,3.1,1.2
116,0.09,-188.04,-15.67000,0.76008,-0.43674,-0.56631,0,2.86,12,0.4,0.5
11,0.09,-188.04,-15.67000,0.76008,-0.43674,-0.56631,0,2.86,12,0.9,0.5
94,0.02,-206.00,-103.00000,0.38599,-0.47911,-0.24002,0,2.82,2,4.2,0.8
38,0.02,-206.00,-103.00000,0.38599,-0.47911,-0.24002,0,2.82,2,4,0.8
149,0.09,-224.27,-18.68917,0.80597,-0.33017,-0.45169,0,4.51,12,0,0.8
128,0.09,-243.09,-20.25750,0.74981,-0.40469,-0.59374,0,3.99,12,0,0.7
45,0.09,-243.09,-20.25750,0.74981,-0.40469,-0.59374,0,3.99,12,0.9,0.7
99,0.09,-243.09,-20.25750,0.74981,-0.40469,-0.59374,0,3.99,12,0.3,0.7
111,0.09,-243.09,-20.25750,0.74981,-0.40469,-0.59374,0,3.99,12,1,0.7
5,0.08,-254.21,-25.42100,0.91531,-0.22671,-0.14926,0,7.27,10,3.1,1.6
106,0.31,-262.92,-14.60667,0.87843,-0.36876,-1.16257,0,4.67,18,2.6,0.7
55,0.08,-281.31,-28.13100,0.91844,-0.22084,-0.14692,0,8.22,10,3,1.8
72,0.14,-282.11,-20.15071,0.71786,-0.54263,-1.05528,0,3.46,14,0.8,0.6
115,0.08,-310.34,-31.03400,0.91865,-0.22104,-0.14613,0,9.03,10,3.2,2
104,0.31,-329.86,-18.32556,0.86473,-0.39859,-1.28280,0,5.42,18,2.5,0.8
7,0.02,-331.55,-82.88750,0.51142,-0.62804,-0.15546,0,3.47,4,3.7,0.8
15,0.09,-337.75,-28.14583,0.70178,-0.49724,-0.72351,0,4.51,12,1.1,0.8
60,0.21,-341.75,-21.35938,0.92010,-0.25669,-0.61013,0,8.51,16,2.2,1.3
30,0.09,-388.39,-32.36583,0.75253,-0.45154,-0.57596,0,5.71,12,0,1
90,0.08,-390.30,-39.03000,0.91782,-0.22301,-0.14748,0,11.16,10,3.2,2.5
54,0.02,-410.25,-205.12500,0.38860,-0.47537,-0.23937,0,5.58,2,4.7,1.6
129,0.09,-413.05,-34.42083,0.76046,-0.43718,-0.56070,0,6.27,12,0,1.1
78,0.08,-414.63,-41.46300,0.91605,-0.22701,-0.15055,0,11.63,10,3.1,2.6
42,0.02,-433.00,-216.50000,0.38971,-0.47378,-0.23856,0,5.90,2,4,1.7
139,0.08,-448.92,-44.89200,0.91547,-0.22868,-0.15135,0,12.46,10,3.1,2.8
103,0.08,-448.92,-44.89200,0.91547,-0.22868,-0.15135,0,12.46,10,3,2.8
117,0.14,-456.86,-32.63286,0.69573,-0.59481,-1.19165,0,5.10,14,0.7,0.9
16,0.02,-459.50,-229.75000,0.39018,-0.47312,-0.23837,0,6.26,2,4.5,1.8
144,0.09,-462.51,-38.54250,0.75463,-0.44938,-0.57617,0,6.82,12,0,1.2
44,0.09,-505.64,-42.13667,0.75230,-0.45251,-0.57420,0,7.40,12,0.8,1.3
142,0.09,-540.46,-45.03833,0.75315,-0.45077,-0.57525,0,7.94,12,0,1.4
80,0.09,-549.31,-45.77583,0.77774,-0.40603,-0.51311,0,8.92,12,1.2,1.6
113,0.31,-583.52,-32.41778,0.86516,-0.40131,-1.30130,0,9.38,18,2.5,1.4
98,0.02,-586.25,-293.12500,0.39091,-0.47208,-0.23876,0,7.93,2,4,2.3
127,0.09,-589.64,-49.13667,0.74982,-0.45833,-0.58403,0,8.52,12,0,1.5
56,0.09,-589.64,-49.13667,0.74982,-0.45833,-0.58403,0,8.52,12,1.1,1.5
14,0.09,-613.70,-51.14167,0.75321,-0.45077,-0.57006,0,9.01,12,0,1.6
29,0.09,-619.18,-51.59833,0.77615,-0.40787,-0.51817,0,9.99,12,1.3,1.8
108,0.02,-637.25,-318.62500,0.39019,-0.47310,-0.23983,0,8.57,2,4.6,2.5
84,0.09,-655.80,-54.65000,0.77544,-0.41013,-0.51593,0,10.52,12,1.2,1.9
64,0.31,-658.79,-36.59944,0.87364,-0.38052,-1.21139,0,11.08,18,2.5,1.7
141,0.09,-670.26,-55.85500,0.74682,-0.46482,-0.58665,0,9.54,12,0,1.7
59,0.09,-670.26,-55.85500,0.74682,-0.46482,-0.58665,0,9.54,12,1.1,1.7
24,0.19,-672.18,-42.01125,0.91389,-0.28483,-0.74811,0,14.68,16,2.2,2.3
120,0.02,-688.25,-344.12500,0.38958,-0.47397,-0.24080,0,9.21,2,4.4,2.7
102,0.02,-688.25,-344.12500,0.38958,-0.47397,-0.24080,0,9.21,2,4.3,2.7
155,0.09,-698.88,-58.24000,0.75007,-0.45779,-0.58100,0,10.09,12,0,1.8
66,0.20,-716.83,-44.80188,0.73255,-0.58090,-1.86024,0,8.09,16,2.7,1
43,0.02,-730.88,-182.72000,0.54233,-0.61563,-0.15203,0,7.68,4,3.7,1.8
57,0.02,-741.25,-370.62500,0.39017,-0.47313,-0.24071,0,9.90,2,4.7,2.9
34,0.02,-741.25,-370.62500,0.39017,-0.47313,-0.24071,0,9.90,2,4.6,2.9
79,0.09,-750.21,-62.51750,0.74578,-0.46634,-0.59157,0,10.63,12,0.1,1.9
101,0.09,-750.21,-62.51750,0.74578,-0.46634,-0.59157,0,10.63,12,0.9,1.9
67,0.02,-764.00,-382.00000,0.39075,-0.47231,-0.24038,0,10.20,2,4.1,3
31,0.30,-768.86,-42.71444,0.86114,-0.41389,-1.34428,0,11.90,18,2.6,1.8
83,0.09,-795.22,-66.26833,0.74397,-0.46765,-0.59411,0,11.23,12,0.1,2
77,0.30,-802.40,-44.57778,0.86221,-0.41030,-1.33347,0,12.49,18,2.5,1.9
63,0.09,-819.72,-68.31000,0.74727,-0.45846,-0.58331,0,11.80,12,0.9,2.1
71,0.46,-836.65,-41.83250,0.83800,-0.49297,-1.96926,0,10.95,20,2.3,1.4
6,0.30,-839.50,-46.63889,0.86328,-0.40847,-1.32373,0,13.10,18,2.6,2
119,0.09,-873.68,-72.80667,0.74330,-0.46829,-0.59635,0,12.31,12,0.2,2.2
37,0.09,-873.68,-72.80667,0.74330,-0.46829,-0.59635,0,12.31,12,1,2.2
23,0.09,-873.68,-72.80667,0.74330,-0.46829,-0.59635,0,12.31,12,0.7,2.2
20,0.09,-912.97,-76.08083,0.74255,-0.46873,-0.59678,0,12.84,12,0.3,2.3
137,0.09,-939.12,-78.26000,0.74453,-0.46375,-0.58804,0,13.35,12,0,2.4
73,0.09,-939.12,-78.26000,0.74453,-0.46375,-0.58804,0,13.35,12,0.9,2.4
28,0.08,-1029.53,-85.79417,0.74072,-0.47178,-0.59824,0,14.37,12,1,2.6
22,0.13,-1067.69,-76.26357,0.75879,-0.52434,-1.13072,0,13.15,14,2.9,1.9
19,0.08,-1082.82,-90.23500,0.73827,-0.47822,-0.60414,0,14.90,12,0.8,2.7
41,0.08,-1082.82,-90.23500,0.73827,-0.47822,-0.60414,0,14.90,12,0.5,2.7
123,0.08,-1128.88,-94.07333,0.73589,-0.48061,-0.60706,0,15.45,12,0.5,2.8
97,0.02,-1162.08,-290.52000,0.54715,-0.60887,-0.15172,0,12.12,4,3.7,2.9
82,0.08,-1164.66,-97.05500,0.73618,-0.47896,-0.60498,0,15.99,12,0.6,2.9
109,0.08,-1215.48,-101.29000,0.73396,-0.48364,-0.61258,0,16.52,12,0.1,3
50,0.08,-1215.48,-101.29000,0.73396,-0.48364,-0.61258,0,16.52,12,0.6,3
