Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,EntryZScore,StopLossPercent
124,0.39,-79.11,-4.39500,0.96950,-0.06766,-0.20680,0,7.34,18,2.3,1.5
125,0.39,-85.56,-4.75333,0.96914,-0.06867,-0.20962,0,7.79,18,2.3,1.6
5,0.09,-94.13,-7.84417,0.73496,-0.53079,-1.04961,0,1.18,12,2.5,0.3
69,0.08,-121.82,-12.18200,0.95757,-0.12442,-0.06500,0,6.51,10,1.6,1.4
81,0.08,-121.82,-12.18200,0.95757,-0.12442,-0.06500,0,6.51,10,1.1,1.4
48,0.09,-122.24,-10.18667,0.74387,-0.51411,-1.00721,0,1.58,12,2.6,0.4
98,0.04,-128.30,-21.38333,0.85631,-0.37867,-0.07632,0,2.26,6,1.7,0.5
126,0.08,-159.91,-15.99100,0.95132,-0.14224,-0.07494,0,7.48,10,1.6,1.6
112,0.08,-189.49,-18.94900,0.95117,-0.14337,-0.07475,0,8.79,10,1.1,1.9
104,0.07,-197.46,-24.68250,0.79383,-0.46542,-0.17179,0,2.83,8,1.1,0.6
31,0.07,-197.46,-24.68250,0.79383,-0.46542,-0.17179,0,2.83,8,0.9,0.6
117,0.08,-214.22,-21.42200,0.95207,-0.14104,-0.07299,0,10.09,10,1.3,2.2
19,0.32,-237.00,-14.81250,0.75625,-0.58922,-1.43136,0,2.68,16,1.7,0.4
95,0.04,-282.97,-47.16167,0.83934,-0.43730,-0.09027,0,4.31,6,1.2,1
63,0.09,-310.07,-25.83917,0.74056,-0.52422,-1.02363,0,3.94,12,2.6,1
76,0.09,-334.88,-27.90667,0.74492,-0.51518,-1.00110,0,4.33,12,2.5,1.1
18,0.04,-371.31,-61.88500,0.83696,-0.44091,-0.09176,0,5.60,6,1.6,1.3
13,0.04,-371.31,-61.88500,0.83696,-0.44091,-0.09176,0,5.60,6,1,1.3
32,0.04,-435.70,-72.61667,0.83408,-0.44660,-0.09305,0,6.49,6,1.2,1.5
60,0.09,-482.08,-40.17333,0.78158,-0.45839,-0.76457,0,6.99,12,2.7,1.8
75,0.04,-524.04,-87.34000,0.83322,-0.44765,-0.09362,0,7.78,6,1,1.8
101,0.18,-543.10,-38.79286,0.76200,-0.78031,-0.99177,0,4.62,14,1.7,0.9
20,0.09,-559.11,-46.59250,0.73818,-0.53164,-1.03287,0,6.99,12,2.6,1.8
71,0.09,-660.26,-55.02167,0.73522,-0.53898,-1.04733,0,8.14,12,2.6,2.1
134,0.04,-678.76,-113.12667,0.83025,-0.45457,-0.09497,0,9.92,6,1.5,2.3
68,0.04,-678.76,-113.12667,0.83025,-0.45457,-0.09497,0,9.92,6,1.6,2.3
96,0.04,-743.15,-123.85833,0.82905,-0.45686,-0.09542,0,10.80,6,0.9,2.5
109,0.12,-773.29,-64.44083,0.73865,-0.46584,-0.63869,0,10.90,12,0.8,1.5
56,0.12,-817.44,-68.12000,0.74030,-0.46478,-0.63314,0,11.54,12,0.8,1.6
29,0.03,-873.74,-145.62333,0.83105,-0.45556,-0.09433,0,12.73,6,1.1,3
106,0.08,-1024.50,-102.45000,0.64968,-0.88445,-0.64887,0,7.71,10,1.7,1.3
113,0.08,-1589.39,-158.93900,0.64464,-0.88873,-0.66545,0,11.89,10,1.7,2
14,0.08,-1813.06,-181.30600,0.64539,-0.88917,-0.66660,0,13.55,10,1.7,2.3
12,0,0.00,0,,0,0,0,0.00,0,4.1,0.8
30,0,0.00,0,,0,0,0,0.00,0,4.6,0.4
51,0,0.00,0,,0,0,0,0.00,0,4.6,1.6
2,0,0.00,0,,0,0,0,0.00,0,3.5,1.2
62,0,0.00,0,,0,0,0,0.00,0,5,1
90,0,0.00,0,,0,0,0,0.00,0,4.7,2.2
110,0,0.00,0,,0,0,0,0.00,0,4.8,1.2
121,0,0.00,0,,0,0,0,0.00,0,4.7,2.3
3,0,0.00,0,,0,0,0,0.00,0,4.8,1
16,0,0.00,0,,0,0,0,0.00,0,3.6,0.1
41,0,0.00,0,,0,0,0,0.00,0,4.5,2.2
49,0,0.00,0,,0,0,0,0.00,0,4.9,1.5
118,0,0.00,0,,0,0,0,0.00,0,4,0.1
43,0,0.00,0,,0,0,0,0.00,0,3.3,1.2
50,0,0.00,0,,0,0,0,0.00,0,3.8,1.4
77,0,0.00,0,,0,0,0,0.00,0,4.5,2.9
107,0,0.00,0,,0,0,0,0.00,0,3.7,0.5
1,0,0.00,0,,0,0,0,0.00,0,5,2.3
15,0,0.00,0,,0,0,0,0.00,0,4.3,1.5
38,0,0.00,0,,0,0,0,0.00,0,3.8,2
44,0,0.00,0,,0,0,0,0.00,0,4.9,1.1
73,0,0.00,0,,0,0,0,0.00,0,3.6,2.6
91,0,0.00,0,,0,0,0,0.00,0,3.7,0.7
4,0,0.00,0,,0,0,0,0.00,0,3.8,2.2
8,0,0.00,0,,0,0,0,0.00,0,4.7,1.3
28,0,0.00,0,,0,0,0,0.00,0,5,1.1
58,0,0.00,0,,0,0,0,0.00,0,3.4,2.1
36,0,0.00,0,,0,0,0,0.00,0,3.8,0.5
67,0,0.00,0,,0,0,0,0.00,0,4.5,2.3
72,0,0.00,0,,0,0,0,0.00,0,5,1.4
84,0,0.00,0,,0,0,0,0.00,0,4.2,0.7
39,0,0.00,0,,0,0,0,0.00,0,4.9,1.6
45,0,0.00,0,,0,0,0,0.00,0,3.6,2.8
64,0,0.00,0,,0,0,0,0.00,0,4.2,1.2
103,0,0.00,0,,0,0,0,0.00,0,4.1,0.5
119,0,0.00,0,,0,0,0,0.00,0,4.8,2.6
0,0,0.00,0,,0,0,0,0.00,0,4.5,3
40,0,0.00,0,,0,0,0,0.00,0,3.4,1.6
46,0,0.00,0,,0,0,0,0.00,0,4.5,1
54,0,0.00,0,,0,0,0,0.00,0,3.5,0.3
78,0,0.00,0,,0,0,0,0.00,0,4.9,0.3
85,0,0.00,0,,0,0,0,0.00,0,3.5,0.6
27,0,0.00,0,,0,0,0,0.00,0,4.5,1.8
37,0,0.00,0,,0,0,0,0.00,0,4.6,2.5
88,0,0.00,0,,0,0,0,0.00,0,4.9,0
93,0,0.00,0,,0,0,0,0.00,0,4.7,0.8
94,0,0.00,0,,0,0,0,0.00,0,4.4,1
105,0,0.00,0,,0,0,0,0.00,0,4.9,0.2
108,0,0.00,0,,0,0,0,0.00,0,5,2.9
123,0,0.00,0,,0,0,0,0.00,0,4.8,0.6
129,0,0.00,0,,0,0,0,0.00,0,4.8,0.1
136,0,0.00,0,,0,0,0,0.00,0,4.8,0
141,0,0.00,0,,0,0,0,0.00,0,4.8,1.3
