Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,EntryZScore,StopLossPercent
28,0.19,1805.08,150.42333,1.51914,1.02293,1.25825,0,11.32,12,2.5,3
41,0.19,1028.52,85.71000,1.53127,1.02575,1.29386,0,6.54,12,2.5,1.7
100,0.03,1023.31,511.65500,4.83593,1.66084,0.41682,0,4.01,2,2.9,2.9
26,0.03,1023.31,511.65500,4.83593,1.66084,0.41682,0,4.01,2,3.2,2.9
3,0.03,917.27,458.63500,4.80815,1.66474,0.41729,0,3.59,2,3.2,2.6
67,0.03,703.04,351.52000,4.82316,1.66262,0.41823,0,2.77,2,3.3,2
12,0.03,669.42,334.71000,4.85766,1.65784,0.41837,0,2.65,2,3.1,1.9
7,0.03,633.21,316.60500,4.82004,1.66306,0.41854,0,2.50,2,3.1,1.8
19,0.03,563.38,281.69000,4.81616,1.66361,0.41885,0,2.23,2,2.9,1.6
127,0.03,423.72,211.86000,4.80462,1.66524,0.41948,0,1.68,2,3.1,1.2
27,0.03,423.72,211.86000,4.80462,1.66524,0.41948,0,1.68,2,3.3,1.2
16,0.45,420.57,23.36500,1.28018,0.66412,1.35950,0,4.00,18,1.4,0.8
70,1.39,376.48,17.11273,1.25546,0.98116,2.04338,0,2.46,22,0.9,0.6
72,0.03,314.23,78.55750,1.29529,0.35469,0.21436,0,5.89,4,2.8,2.8
79,0.03,279.32,139.66000,4.85163,1.65867,0.42061,0,1.12,2,2.9,0.8
71,0.09,199.10,16.59167,1.08322,0.10767,0.13080,0,11.94,12,2.4,2.5
31,0.03,139.66,69.83000,4.85163,1.65867,0.42124,0,0.56,2,2.9,0.4
6,0.03,88.26,22.06500,1.33286,0.39328,0.23866,0,1.50,4,2.8,0.7
73,0.51,81.79,4.08950,1.09101,0.21190,0.60595,0,2.51,20,1.2,0.4
97,0.10,76.88,6.40667,1.11309,0.14720,0.18094,0,3.45,12,2.4,0.7
62,0.03,73.35,18.33750,1.31976,0.38124,0.23263,0,1.28,4,2.8,0.6
135,0.55,55.49,2.77450,1.12545,0.30775,0.93920,0,1.19,20,0,0.2
133,2.87,55.25,1.97321,1.05582,0.24110,0.62903,0,1.50,28,1.6,0.3
86,1.02,34.32,1.43000,1.04390,0.12166,0.39947,0,1.85,24,1.2,0.3
24,0.19,23.86,1.70429,1.19672,0.39967,0.52241,0,0.40,14,2.2,0.1
142,1.44,7.92,0.30462,1.00963,0.02706,0.09737,0,1.92,26,0,0.3
35,0.99,-0.75,-0.03125,0.99906,-0.00266,-0.00870,0,1.85,24,1.1,0.3
128,0.02,-0.85,-0.42500,0.73926,-0.41063,-1.33777,0,0.01,2,3.1,0
123,27.12,-6.32,-0.05852,0.88748,-0.54249,-5.00000,0,0.08,108,1.6,0
141,0.13,-10.28,-0.73429,0.90870,-0.12739,-0.22343,0,0.54,14,0,0.1
81,0.13,-10.28,-0.73429,0.90870,-0.12739,-0.22343,0,0.54,14,0.6,0.1
124,26.55,-24.34,-0.04810,0.90123,-0.79206,-5.00000,0,0.20,506,0,0
139,0.14,-64.39,-4.59929,0.92518,-0.08841,-0.19734,0,4.81,14,2.3,0.7
21,0.29,-157.83,-8.76833,0.19041,-0.88574,-4.71628,0,1.19,18,1.8,0.1
68,0.65,-228.44,-10.38364,0.81461,-0.37505,-1.66686,0,3.96,22,1.3,0.4
22,0.18,-298.97,-21.35500,0.82252,-0.41066,-1.00153,0,4.80,14,2.2,0.8
25,0.47,-335.29,-16.76450,0.66252,-0.53484,-1.90020,0,4.11,20,1.1,0.5
17,0.65,-428.99,-19.49955,0.57443,-0.84523,-3.08389,0,3.38,22,0.3,0.5
30,0.47,-535.04,-26.75200,0.66615,-0.53389,-1.89920,0,6.51,20,0.9,0.8
138,0.70,-565.57,-25.70773,0.66495,-0.67257,-2.77497,0,5.53,22,0,0.7
