regression_period,lookback_period,entry_z,stop_z,takeprofit_z,risk_percent,tp_multiple,min_correlation,sl_type,tp_type,stoploss_percent,max_lots,avg_split_sharpe,combined_sharpe,split_0_sharpe,split_1_sharpe,split_2_sharpe,split_3_sharpe,split_4_sharpe,split_5_sharpe,split_6_sharpe,split_7_sharpe,split_8_sharpe,split_9_sharpe,split_10_sharpe,split_11_sharpe,split_12_sharpe,split_13_sharpe,split_14_sharpe
252,20,0.0,3.9,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-264.4057543259058,4.826246470769711,0.3689685654601003,-8.849490351680066,18.21310949543851,-5.185900025949528,-999.0,-999.0,12.134065588013325,6.866681518310602,15.259340486009245,5.541027150563193,-5.4262653132121885,-999.0,-999.0,22.03046232330792,-31.0383143248479
252,20,0.0,4.0,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-264.2383237657662,2.4694909340828826,6.592507284088569,2.91809036457288,15.897042911091523,-8.701293838686272,-999.0,-999.0,16.985192473195436,8.60197234612848,13.361486434642229,-13.058330802576533,-7.79563011798227,-999.0,-999.0,29.939799638792856,-32.31569317976014
252,20,0.0,4.1,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-264.1201030477426,4.797935311418207,1.9258772980893268,-7.386111100271805,15.928753200068437,-9.137305080901237,-999.0,-999.0,18.39661179041814,8.912906295777208,1.5547568186469383,2.961753761607813,5.05802351066072,-999.0,-999.0,26.148227436682458,-30.16503964691624
252,20,0.0,4.2,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-261.7619315835346,6.982908173821701,6.49519584186939,12.114795429969227,17.72153632904885,-14.277356939751614,-999.0,-999.0,23.778430975245513,3.9897576615498114,0.2196581995653929,4.666526008744902,16.503403895547656,-999.0,-999.0,24.894405729221003,-26.53532688402854
252,20,0.0,1.4,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-286.1121779615256,-6.216645559509532,-11.671872550582838,-17.237881064503554,-4.792847954850168,-24.021455317561376,-999.0,-999.0,-34.50515301818954,-58.501787433516625,-1.754972530251424,-23.992386046386493,-52.84940965825843,-999.0,-999.0,-20.36001617979449,-45.99488766898821
252,20,0.0,4.3,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-261.20900319248614,7.584109303650816,6.263621033475531,16.138834317204882,18.644555435827733,-6.574776793547048,-999.0,-999.0,27.110832858305752,0.16953921062068936,3.8002939728298837,-1.4202691113826442,15.446879241495083,-999.0,-999.0,22.229714922509807,-23.944272974631666
252,20,0.0,4.4,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-262.56565635194886,4.712422997816084,8.319659714766646,7.209803120150378,14.241887326811073,-11.124526916319637,-999.0,-999.0,24.46630747903772,6.90896664466915,-1.6061300151839955,-4.50507262701079,11.72161436433311,-999.0,-999.0,21.142477040580253,-19.25983141106714
252,20,0.0,4.5,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-261.60784003748125,6.139595787059213,9.685537819863786,6.059341622408975,15.69177837743705,-14.004347882368261,-999.0,-999.0,17.742470321633782,11.413885126368696,14.336888768776493,-5.73930915744395,15.94394984375229,-999.0,-999.0,25.657084710038237,-24.904880112685827
252,20,0.0,4.6,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-261.59214238626686,6.35997020978377,5.672033420656962,15.475153761580083,15.74893578104146,-16.925397477153272,-999.0,-999.0,17.9020785094341,11.960897587741377,15.457085858545183,-3.7658699544557352,9.73514221680767,-999.0,-999.0,23.153960149407883,-22.296155647609336
252,20,0.0,4.7,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-261.0125379240541,6.325070676800598,13.127237517354873,11.367106676577544,13.71804598972613,-18.34279985168157,-999.0,-999.0,18.876630796660454,9.631675078467723,14.611561725420353,-4.927565634760965,14.022968273499911,-999.0,-999.0,25.54676159387831,-16.81969102595334
252,20,0.0,1.3,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-289.0298917093035,6.794931144254687,-32.280304583896594,-36.81742321647195,-29.89818568312409,-70.2705744568003,-999.0,-999.0,-16.567083003594796,-37.788742742949786,-2.8918805604162006,-44.95218333589362,-55.27308408722671,-999.0,-999.0,11.406601744290647,-24.11551571346964
252,20,0.0,4.8,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-258.8842967139583,10.868709140572127,19.488491095353268,16.27519055657849,15.64525837821541,4.250385955496092,-999.0,-999.0,17.105356707895297,4.4765081485960065,13.644293736079494,-6.520023259910324,8.493386713230562,-999.0,-999.0,26.141316657649458,-6.264615398558812
252,20,0.0,4.9,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-259.22465678279013,10.857428653453569,21.479911419886296,18.516376296813768,15.58317319526946,-3.558037608712114,-999.0,-999.0,18.007512207497296,3.7679813148009833,16.77376420859631,5.06716410143092,5.100704543735937,-999.0,-999.0,20.13126065619774,-13.239662077368697
252,20,0.0,1.2,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-295.1090870386916,5.046691197818379,-67.93706513756842,-21.973968357009902,-31.505180894175247,-32.78322061354403,-999.0,-999.0,-45.376734841260344,-50.7503270292865,-27.221485310057325,-19.928762090006227,-25.233875992706984,-999.0,-999.0,-69.50742740848295,-38.418257906276594
252,20,0.0,5.0,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-259.2208989906026,11.511938308060632,21.744619406996655,21.980795570890336,17.550255273586806,-8.879817898100944,-999.0,-999.0,21.076169432376027,9.188668668354042,13.888169496677344,-1.3477315409645974,2.846686663100142,-999.0,-999.0,19.906762190104924,-10.26806212205989
252,20,0.0,5.1,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-260.1775655700609,7.472064720514561,19.95890274656992,22.721220195569312,15.464805700817314,-2.8263128174209613,-999.0,-999.0,16.56225697168636,6.816147846103608,12.425143024663216,-12.710778359675093,14.915122571553509,-999.0,-999.0,21.463804996716114,-21.453796427496624
252,20,0.0,5.4,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-261.00583698184516,7.7570217011224,21.209858858964942,10.066337325911771,15.487516071508683,-11.407652726230696,-999.0,-999.0,16.103049867358635,3.2556442159215924,14.883724677406148,-3.9847085022096436,13.323034473420696,-999.0,-999.0,23.624689428181885,-21.649048417910638
252,20,0.0,5.2,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-260.3510738860312,6.512048715535716,16.95300559761861,6.1665815688243235,14.346182960724214,-2.023250766924351,-999.0,-999.0,18.21264897411261,2.4732722090013,11.147774136588179,6.230029159349794,12.181741050696727,-999.0,-999.0,23.726292571888703,-18.680385752348524
252,20,0.0,5.5,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-260.30058015902233,8.468175977913479,16.038375413278654,10.698966206265377,16.322363736723627,-9.01474002953673,-999.0,-999.0,18.80468327454181,5.532585055155932,11.868488703898521,-0.6550163208470791,21.990399146039056,-999.0,-999.0,21.743998064549697,-21.838805635403542
252,20,0.0,5.3,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-260.18829208482856,8.008039722551711,20.06299874443256,8.599756555498038,14.505214449020977,-2.7889159014927034,-999.0,-999.0,19.41958930059301,4.534084956001026,15.417637966811334,-9.650444437588392,20.530405233589907,-999.0,-999.0,24.545199982085006,-21.999908121378105
252,20,0.0,5.6,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-259.7483515914226,7.441918306864971,17.645529551129677,7.278114542380338,15.737861790435952,-6.01926680678796,-999.0,-999.0,19.668602334166387,-10.922378630704605,15.198470510895648,16.075054536053177,13.12929520703707,-999.0,-999.0,27.86898642084118,-15.885543326786289
252,20,0.0,5.7,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-260.4208099137125,8.801840279308522,21.252765256740766,6.3745636281682625,14.965287704693218,0.88078456400202,-999.0,-999.0,14.060463375393,-15.414467661416653,16.44165404859221,5.971561903557213,14.791508786885432,-999.0,-999.0,26.249273014483464,-15.885543326786287
252,20,0.0,5.8,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-260.84575247358646,8.723911931488788,20.754486266406182,8.017549106367262,15.172029040752022,0.1509543001508094,-999.0,-999.0,17.732012895369767,-17.77275486749387,15.33409253432945,-0.2116078000920483,16.923988925374722,-999.0,-999.0,23.098505821824766,-15.885543326786289
252,20,0.0,5.9,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-259.3067240029733,8.978082297024347,21.601267144182913,11.46208286945417,14.97727663028334,-7.28428537237365,-999.0,-999.0,15.563948408718664,-11.712416925676067,14.892219645562413,21.744632517157065,17.229028176813465,-999.0,-999.0,23.810930188065257,-15.88554332678629
252,20,0.0,6.0,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-260.41702035045887,8.353199023873112,20.79517250095815,9.218768501799929,16.11490320459241,-2.0416528648693886,-999.0,-999.0,17.123030960396445,-11.184283796239432,12.877159538669506,2.1398782452423135,16.710748100103494,-999.0,-999.0,23.876513679249296,-15.885543326786294
252,20,0.0,6.1,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-260.57084168868244,8.110370540859929,17.568712295388924,6.695938753087339,15.787302659878174,-4.631958271519951,-999.0,-999.0,17.171663375850738,-12.537523166066288,18.29017022368812,2.563162249963572,20.115023030488604,-999.0,-999.0,22.30042684579014,-15.88554332678629
252,20,0.0,6.3,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-261.63401013470514,6.955162213077313,17.863723876826707,8.149094812166076,15.59372682356955,-10.847262286885716,-999.0,-999.0,16.77266987181496,-16.75062832391611,13.859814617342206,3.019907136601503,16.085195009060016,-999.0,-999.0,23.62914976963078,-15.885543326786289
252,20,0.0,6.2,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-260.5478457994328,6.433881177324852,18.65967529764704,7.443563763934616,15.610803770140691,-6.274367093926718,-999.0,-999.0,16.678162535491705,-9.866002086754845,14.425466449845718,3.0981896995446285,18.389232445060472,-999.0,-999.0,25.50313155431078,-15.885543326786289
252,20,0.0,6.4,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-261.04740168685527,4.899273936657986,22.87586150109359,10.039178657596258,15.892973394269273,-10.329882868125702,-999.0,-999.0,17.779959204399393,-17.82463050560441,14.74494542872984,2.690033593334506,16.07253424446171,-999.0,-999.0,24.233545373803445,-15.885543326786294
252,20,0.0,1.5,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-290.0532515765802,1.6731716606652083,-7.9149277206668325,-24.93090468714648,-58.98246943081784,-23.726887854898035,-999.0,-999.0,-45.68004148513639,-11.165619455260689,-37.50428378810401,-21.025005458093172,-61.6311039818782,-999.0,-999.0,-33.05674922108136,-29.18078056561954
252,20,0.0,6.5,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-260.87224456049205,6.030375709536701,18.801611923982883,9.932425419335765,15.806285361965555,-9.30727878528709,-999.0,-999.0,15.041615102989548,-10.875825032741254,13.811058063951059,5.728477747263146,16.74471666557602,-999.0,-999.0,23.118788452370346,-15.88554332678629
252,20,0.0,6.6,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-260.0493808327546,6.245580764656455,16.120632939208097,8.853037555768516,15.820408827951361,-8.700885987324702,-999.0,-999.0,19.500909337905217,-9.758714148544405,14.601444192515563,16.02992011936873,16.791582582986944,-999.0,-999.0,21.886495415632325,-15.885543326786287
252,20,0.0,6.7,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-260.21923191886475,5.042346721764901,21.28826284027719,9.72372897497628,15.848519299329151,-12.726354577462702,-999.0,-999.0,18.598434865096504,-17.450240797857095,15.42681354876343,16.199718357633174,19.0395079051298,-999.0,-999.0,22.64867412792881,-15.885543326786289
252,20,0.0,6.8,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-259.493045867428,5.06166317500657,20.177736241030996,4.0830979324787355,15.820974990584922,-8.666431261974378,-999.0,-999.0,17.496857965387232,-0.42977774369952504,15.709302752970368,14.492018952098157,14.673043879112976,-999.0,-999.0,26.13303160737617,-15.885543326786287
252,20,0.0,6.9,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-260.0833225030678,7.2277471275654515,16.441395233839554,6.92488143630853,15.973399647291304,-8.461674497357945,-999.0,-999.0,20.268665055731077,-10.407417284380923,14.000080245435585,16.871949379025512,15.089724039281016,-999.0,-999.0,23.934702525596187,-15.88554332678629
252,20,0.0,7.0,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-260.62108615620474,7.355163102594958,18.91660697442687,10.01051160525607,15.650558361595955,-9.405480042001178,-999.0,-999.0,19.144538265006698,-23.655412243382607,13.64854660279495,18.909470984074456,17.685248130241963,-999.0,-999.0,21.664662345701593,-15.885543326786287
252,20,0.0,7.1,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-260.6514034132991,5.9622199991243345,20.478115688815627,9.202816628861017,15.839262897574919,-14.836250216008349,-999.0,-999.0,17.2528183258127,-9.907552904711494,13.92486608771351,11.426716184691735,15.756417389491997,-999.0,-999.0,22.97728204505835,-15.885543326786289
252,20,0.0,7.2,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-259.2557899315407,7.524799161580085,16.56465232400807,8.166651354725458,15.924122370046009,-6.6894330912540045,-999.0,-999.0,17.592228729314293,-16.814303395022943,14.01862467345035,17.517626833319156,15.434754224014032,-999.0,-999.0,25.448227004289457,0.0
252,20,0.0,7.4,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-258.735259445345,7.328551312729729,16.76131746741335,6.67757064830221,15.894820044780603,-8.199971321740287,-999.0,-999.0,19.205695712480548,-9.982460485319459,15.559526152283846,17.22735521762655,18.380977853965163,-999.0,-999.0,23.446277030033432,0.0
252,20,0.0,7.5,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-259.3837395106206,7.28697352826048,18.536058414568423,7.987280716445152,16.09441810806277,-10.167418332510646,-999.0,-999.0,19.10270536243845,-16.26192124726433,15.229083540742494,15.724388474449682,16.501946744020906,-999.0,-999.0,22.497365559737737,0.0
252,20,0.0,7.3,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-259.17786553640036,8.60567348046819,17.77845306828192,8.58277680075484,15.083671095364032,-8.889831452025234,-999.0,-999.0,17.07495153276591,-11.827861101712662,15.086180228785748,15.11529727349843,18.194701786801133,-999.0,-999.0,22.133677721481188,0.0
252,20,0.0,7.7,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-259.3861703046423,7.030864361621723,19.22836555339941,9.959130704478547,15.558615618895846,-9.956651375362389,-999.0,-999.0,15.786709310830064,-13.48366179856044,13.617131938459421,17.70602290871094,15.74625845483157,-999.0,-999.0,21.04552411468306,0.0
252,20,0.0,7.8,4.8,1.0,2.0,0.2,SL_ZScore,TP_Multiple,2.5,5.0,-258.7700559907029,9.102096097572218,18.212399626640476,6.7990546144301724,15.47167537369077,-6.527794403681184,-999.0,-999.0,19.303020587817272,-15.136067835339201,14.133098486020328,17.891142315658048,21.98961945560851,-999.0,-999.0,22.313011918612258,0.0
