entry_idx,exit_idx,pnl
28,29,147.55427009417676
34,35,46.40857830088543
38,39,-40.16605105530838
40,41,2.188929896839648
42,43,38.07626650424807
53,54,44.01521439531034
55,56,14.240731822811314
60,61,62.962026771793504
62,63,-79.4869792959626
64,65,-22.25927188395136
66,67,57.43181929399207
83,84,18.68308191931058
109,110,-3.7879304943072585
112,113,21.472172703501112
131,132,86.92053127673118
138,139,-4.743867217210684
141,142,105.8886737214359
148,149,141.21108062870573
160,161,-25.818058092464277
209,210,-9.719782816262388
211,212,18.09916546782482
213,214,-96.61065189348164
215,216,50.58122611964915
218,219,18.348035522998387
232,233,-48.55716948798546
234,235,43.02018636673528
245,246,2.2501363298216877
270,305,106.97361950642878
316,317,41.05095937497076
335,336,25.92656676020603
340,341,73.3605817817729
347,348,-23.135379077772136
353,354,-160.8016020168251
355,356,-67.69705009205684
357,358,-19.788930172857008
400,401,108.64451222861318
404,405,42.54541187922353
406,407,55.73727608744643
408,409,-61.302399730010336
411,412,68.03359234562151
420,421,39.18330327286394
422,423,45.77660684282728
424,425,-44.753042483752445
426,427,-5.231831377631231
428,429,16.880701899813836
448,449,12.106928031947971
450,451,-5.470035719972901
478,479,118.75664147296979
483,484,21.10335046369463
488,489,-90.60959652983757
490,491,-89.49982618711257
517,518,-167.88684874891027
519,520,-4.415143602062761
533,534,50.27719443466748
540,541,8.026603634187557
554,555,24.763028039258927
556,557,-100.46582087180872
558,559,-17.48481555419728
560,561,106.47237498914353
583,584,-16.497927111756965
585,586,148.41742906834145
587,588,73.59757005484771
600,601,77.68222264823915
613,614,59.28416781272375
621,624,103.09791789126162
647,648,-66.65641869433895
650,651,-61.187972351762056
652,653,1.821378886864257
654,655,22.620585047119537
676,677,49.36006290114257
678,679,106.23659347435682
680,681,16.66190605982763
695,696,33.82158818324929
706,707,5.566149288829752
708,709,27.15814051543069
722,723,-80.64262493214181
724,725,5.805779831604791
728,729,4.532311233973781
730,731,-11.411499418422904
754,755,-43.80730647801037
756,757,-8.9321463361106
758,759,64.04912590240369
777,778,43.81562410422834
779,780,-16.422413045534434
788,789,12.590717147854654
808,809,-72.23240455258343
810,811,-37.73012992107423
812,813,-33.278766064697756
814,815,37.017826363182444
816,817,40.95073579848134
834,835,-135.49109619019367
836,837,-5.573056362657434
870,871,36.24100495001432
877,878,-75.60092193841076
879,880,68.53665102098262
888,889,-75.78869901223628
897,898,85.35626201229903
914,915,81.13914437898133
922,923,37.55985313320085
924,925,-28.662038644783266
926,927,-59.65476644438175
930,931,58.58937057457494
935,936,0.6109538623964368
945,946,30.532360311499215
956,957,19.093821591352192
959,960,39.26504834853091
961,962,46.76509847028165
963,964,43.38698167935246
965,966,-102.17259875779851
967,968,-33.707467146263475
969,970,51.60213922517319
971,972,32.29777105718148
993,994,87.8122455245129
996,997,-10.474103107214214
999,1000,76.01990308479259
1008,1009,6.73555326935397
1010,1011,4.94383026783842
1019,1020,67.38616304044619
1042,1043,-13.974878396026131
1061,1062,-207.78585676284743
1072,1073,152.64469131404965
1075,1076,74.76209641122618
1094,1095,39.82987885911717
1108,1109,-74.08443791623124
1159,1160,59.67088997467257
1162,1163,-37.8733131089265
1164,1165,129.77091656486172
1171,1172,125.12261809693003
1187,1188,143.30588578908356
1193,1194,10.697566997546653
1197,1198,84.40136683962105
1199,1200,-113.4844810495999
1201,1202,4.462233416818455
1218,1219,-153.64431595163967
1220,1221,62.45048305170973
1223,1224,-156.10987842765664
1225,1226,48.32985938903138
1245,1246,-84.12558597967498
1247,1249,75.03212843445043
1251,1252,112.23616625764997
1254,1255,90.40353193616322
1277,1278,109.4412245214652
1284,1285,-52.69191584153571
1289,1290,118.29580213119559
1291,1292,-27.192871995497548
1298,1299,238.4529161769842
1302,1303,-92.51881641627192
1313,1314,-22.464917645800508
1318,1319,75.32212229463032
1332,1333,25.602697801965263
1335,1336,56.615989924657555
1337,1338,-43.91470318260721
1352,1353,-24.067203129032453
1370,1371,41.1917210740258
1384,1385,-16.420461721752226
1399,1400,282.85051080405543
1401,1402,49.62555551175331
1404,1405,109.41799957640632
1406,1407,28.282930357682417
1408,1409,-54.70600814698747
1410,1411,9.517847560012482
1412,1413,-23.159242562523225
1434,1435,-12.46820409364348
1436,1437,22.84068469771344
