entry_idx,exit_idx,pnl
49,50,-19.592498852893232
53,68,64.59381795667689
80,81,8.371710270407512
82,83,22.580838192396065
87,89,93.25763167113377
115,116,55.393367878130164
121,122,-20.27911481996823
139,140,18.871750133573006
141,142,13.765167643495495
160,161,-75.32072605650077
162,163,-108.28697313143094
164,165,7.068473781702087
166,167,32.31431817078919
179,180,83.99604959213679
181,182,-220.14455252661173
183,184,5.231799132251731
186,187,-24.507722024113512
230,231,-81.60703742716893
232,233,-87.66450413370772
245,246,41.5411948454849
252,253,-12.860281472475622
269,270,14.518417562142384
271,272,14.932567879222402
273,274,41.21631029118013
297,298,-0.20575741354226926
309,310,32.237470253428846
345,346,74.63700988753146
373,374,33.548174357412044
389,390,3.532021338540081
400,401,67.60392876091974
406,407,0.698778020022423
426,427,-39.85807259805566
428,429,48.71617227110036
431,432,-17.013270773057982
433,434,15.218631496603438
435,436,-10.650558180940658
440,441,-94.34489342830888
442,443,18.148580588361447
467,468,60.07448988474546
485,486,21.958975393690615
493,494,49.42016004872577
497,498,-38.40785322006104
507,508,-201.66407000614336
509,510,-6.318275193807933
512,513,4.79165377903889
527,530,28.802661995404296
532,533,-58.34765899538308
534,535,-33.20401889418026
537,538,53.82761662758184
561,562,-136.51734872510158
563,564,-46.45965891715773
565,566,-64.2108824812903
572,573,94.4161755465778
583,584,84.19152038611696
601,602,-18.880997362075874
603,604,12.283060009449311
605,606,-15.556516442708952
607,608,-19.75980194207812
609,610,-24.132148597899924
611,612,58.10812389000935
644,645,41.16827568424803
646,647,-21.628321626953873
648,649,-55.66153390760939
650,651,6.424744945243457
652,653,29.470292315298078
673,674,36.04855480850914
691,692,-4.329854197957903
693,694,10.372424634639378
710,711,-25.938008439940123
712,713,-20.387602741330497
714,715,102.90990569381813
728,730,74.40871334818127
732,733,-16.761061680396445
742,743,60.60633521365777
769,770,-21.593399539551047
771,772,93.97717920257816
774,775,-20.8397073088652
777,778,-19.8372201231222
779,780,-10.6240349294049
781,782,-15.580682906722874
825,826,-126.62980186669158
827,828,-16.731813775374544
829,830,52.48179113200325
858,859,-100.65470526503127
860,861,-58.15828388603619
862,863,-12.980674126899874
881,882,21.612870057999764
887,888,15.378860817615367
889,890,8.330810942256315
893,894,20.789278159541425
914,915,-49.558920679844505
916,917,-41.37006563564157
934,935,0.899051477641031
950,951,56.07980953473432
953,954,-19.86047470425234
955,956,41.206177454954464
979,980,32.312924497857004
998,999,-148.4752035982049
1000,1001,3.984496726124638
1002,1003,-17.417726606281775
1004,1005,-3.5756654499007943
1006,1007,42.25855509599579
1026,1027,28.189809559219423
1028,1029,18.896441820376115
1032,1033,-54.701479158435006
1034,1035,25.457247719751795
1072,1073,3.3724857615128716
1082,1083,24.77409025961163
1084,1085,42.21719157605144
1086,1087,-48.442256241456455
1108,1109,-56.34308007572397
1110,1111,60.91816902881014
1127,1128,-19.40438072556838
1129,1130,-23.095679784676424
1131,1132,3.2700042578614816
1161,1162,61.885065763442675
1179,1180,-38.41449525200264
1181,1182,30.794395893450677
1186,1187,-111.46582724156477
1188,1189,-41.63412742536738
1190,1191,9.386643754489961
1196,1197,76.67911668216642
1207,1208,-87.95218954051106
1209,1210,-84.72712680087383
1211,1212,-33.41475580941136
1227,1228,-11.684312212842249
1229,1230,-0.16634564052076595
1251,1252,20.12096323813968
1253,1254,29.471793607411026
1255,1256,-24.182042302266687
1265,1266,-80.02365967990328
1267,1268,-14.484298515096512
1269,1270,30.052364434608275
1284,1285,24.279384689445717
1295,1296,-37.85001707180351
1297,1298,7.817608560018987
1318,1319,53.43994632239522
1326,1327,-37.162982716319135
1328,1329,45.812740039652596
1352,1353,38.16823994810494
1355,1356,-186.48378470942583
1357,1358,46.985652944688184
1411,1412,75.52412902479466
1422,1423,66.25223576871994
1428,1430,36.341540494089585
1433,1434,-142.37521847549317
1435,1436,76.17689219281309
