entry_idx,exit_idx,pnl
28,29,-0.2787794640625589
33,34,59.06608861283335
49,50,29.856274014293454
68,69,-49.87071916589242
70,71,-63.503658692920055
72,73,19.08937125782881
85,86,18.053997154133782
99,100,22.122621496263285
113,114,-60.33745403982214
118,119,57.62098608682774
120,121,47.18983880773688
130,131,43.62446687534229
135,136,31.9928316298083
137,138,41.731196644187584
140,141,83.93247242228806
151,152,57.73401093583796
153,154,38.22986687516446
156,157,41.03744601970877
168,169,7.905460872063267
184,185,13.998369423965295
186,187,20.366485791709323
191,192,-70.20621984401033
193,194,5.49066440600292
227,228,40.781053063909816
229,230,171.94394559041723
238,239,34.45375312507208
242,243,71.01709156465208
244,245,75.78413188885737
267,268,170.4184979773461
290,291,-78.55171090632601
292,293,71.82631835127316
295,296,-195.13704711160506
297,298,-136.48190528691975
302,303,-51.673358280582605
310,311,73.05480060455388
329,330,25.198503008177035
331,332,37.23736904598134
333,334,10.321580462683384
345,346,70.13254153333473
362,363,68.94397787836884
364,365,-70.48195177449358
386,387,85.6247418290567
389,390,32.122022631494595
397,398,34.32894992994327
400,402,-98.39780061142096
416,417,-31.073607010982126
418,419,37.62546116493558
420,421,28.79833053361253
438,439,64.56974980255706
448,449,54.46279700947049
458,459,-5.024153714639128
460,461,9.07737361709233
477,479,-26.198951346854003
480,482,-21.03302873615113
483,484,-52.9386521327656
486,487,-77.32973224144739
488,489,0.9051222221791658
514,515,146.01397514789366
519,520,133.98608519777176
523,524,-13.173989079121675
525,526,-28.553321540308524
529,530,43.7704213699155
543,544,87.55278797726187
546,547,-2.7270166286378266
548,549,97.1518521371095
560,561,11.189179696855595
566,567,-22.04398771603115
578,583,96.35421575091486
589,590,44.76502688630291
591,592,-62.102032084513674
593,594,-80.77379232452516
595,596,-127.61145782060804
597,598,-85.25396314120667
599,600,-20.190613321181367
621,622,3.796223069205901
634,635,-23.557722958231796
647,648,71.4066182152172
655,656,-2.244168919399489
657,658,77.75001735577139
659,660,-31.503991756937236
661,662,-43.73813107594471
673,674,33.779099179148545
681,682,20.831592734675976
688,689,5.1687044302984795
696,697,29.123056710202746
722,724,1.4695279860241788
725,726,1.6823384522857976
731,732,-74.54598352027467
733,734,-10.428835891651334
743,744,94.58360325757083
754,755,8.605809403920997
767,768,25.49915435068612
769,770,-13.07462460277616
791,792,53.8717018874527
793,794,57.894304016623195
796,797,23.57172455782138
804,805,-80.64469964533288
808,809,-90.98994330960412
810,811,21.93046517789497
813,814,32.472964815444854
821,822,47.86820294335497
832,850,76.70419374497251
853,854,-25.165079784169095
855,856,-3.055823341049221
875,876,167.8819129667799
881,882,25.741419803181177
883,884,-6.704349460460429
885,886,4.028038619435169
888,889,-12.006139331004034
890,891,-51.86117356784182
892,893,33.035178226821614
903,904,-171.43428033821885
905,906,-15.235898433754434
912,913,85.54184229872924
918,919,-71.30950527950286
920,921,2.1210074474285894
955,957,111.87701328269728
963,964,-0.12345348122937982
965,966,-6.7752392561010355
972,973,-0.30204518724422075
986,987,38.49572635002445
1003,1004,-281.39110005998555
1005,1006,7.222137014967451
1007,1008,-12.217164176126188
1028,1029,74.16317512782535
1032,1033,17.410836568706756
1058,1059,23.049947435954177
1065,1066,39.197663763322154
1069,1070,-17.88273639567173
1073,1074,-7.334535118429891
1075,1076,5.105702277979621
1077,1078,-20.29811227181308
1079,1080,138.44444369208622
1103,1104,98.52582262137528
1110,1111,-58.50880911684187
1112,1113,-97.81694321743447
1121,1122,-54.04838380644808
1123,1124,-14.279355101375971
1126,1127,-22.607721738449012
1147,1148,45.70112237523257
1149,1150,8.891322426515124
1153,1154,18.0255359934033
1156,1157,4.094253199686762
1168,1169,34.65134330660073
1170,1171,87.76331465475258
1172,1173,70.35200680705223
1179,1180,-88.74579814877359
1181,1182,24.51900598079941
1183,1184,4.835782345716068
1199,1200,-244.59278260051923
1201,1202,-3.2460587960635783
1203,1204,40.30831643153677
1205,1207,71.24860434724242
1219,1220,57.95524410379544
1229,1230,46.075169452422124
1231,1232,-76.47660580245457
1236,1237,30.487224573838667
1299,1300,24.562037605508262
1306,1307,19.389241693584683
1311,1312,84.25811756023417
1313,1314,4.376481194221962
1320,1321,-34.6020812263478
1328,1329,68.64251076378206
1334,1335,125.33473688118717
1371,1372,-80.61783000713638
1386,1387,-61.45236721466623
1388,1389,56.79932844684528
1390,1391,11.832535822983596
1392,1393,-45.850483367160265
1420,1421,175.28707369221755
1422,1423,-36.059832802358855
1425,1426,126.19687233031782
1428,1429,50.27691264499205
1433,1434,-173.65662949800415
1435,1436,-30.755027651036418
