entry_idx,exit_idx,pnl
21,56,88.31693965776263
62,63,11.06041417499851
64,65,-36.89423799618867
94,95,27.55044156799772
96,97,-11.151444755787585
100,101,83.01735790624058
123,124,89.4521135694755
136,137,-27.37166849674923
138,139,70.11194222139571
146,147,-82.05306821505283
162,163,72.4939422044208
172,173,49.94518391287327
175,176,33.25762916975172
183,184,24.801146975511724
185,186,66.47618621677557
192,193,-8.326493937422866
195,196,13.061852548962696
220,221,27.11701596758873
222,223,75.53998247959734
224,225,6.15013215463943
227,228,51.20857784656402
229,230,108.53637058780745
232,233,-66.64832248826333
234,235,42.20527059267529
254,255,10.995097922031047
287,288,-85.36624641536825
289,290,50.178154408819495
291,292,40.54558726805463
294,295,41.569413507975604
299,300,18.427610712257632
328,329,100.16341849403966
331,332,-33.83562840530889
333,334,7.955728985655076
340,341,89.14638185912128
346,347,-43.72756575044403
348,349,14.320229623443396
365,366,134.26936798872362
370,371,27.70490356232843
387,388,56.999505581485096
400,401,-15.103989569320355
406,407,-58.44587956326897
418,419,-15.72699080724181
431,432,28.973101743881042
433,434,37.755145290107954
443,444,19.4350263057427
445,446,35.11269967314857
456,457,-13.078673248344668
461,462,5.992540513121683
478,479,36.89154552972999
481,483,30.174242931756577
488,489,52.812407405165104
490,491,8.119240672885898
492,493,78.49733474866385
497,498,10.259809122746386
510,511,19.32202535063916
514,515,-40.89410882311954
539,540,-103.76027652139963
541,542,-26.88430836836569
543,544,24.542610659812794
569,570,91.94266830096332
587,588,57.85816445064147
589,590,45.08019025768081
591,592,-55.899077732555796
593,594,-28.618933465530343
595,596,18.21229015672576
608,609,-25.769279525999558
630,631,3.508361982252452
642,643,71.59000231465951
645,646,-14.942858395680746
647,648,38.640539101141584
665,666,57.462741521601146
678,679,-41.19728024303854
683,684,86.03954689882065
692,693,17.517237591388852
697,698,41.9439329102269
707,708,-53.81161045530871
709,710,81.21893389349233
730,731,52.33994378892522
732,733,-16.78442377583405
735,736,30.644987194751096
758,759,-49.572231092290956
760,761,-111.06506927761441
762,763,43.97594458852194
787,788,63.361114035428486
791,792,45.027645413015755
802,803,-76.60210508768506
804,805,11.98666102930936
806,807,-52.13296199943558
808,809,-17.924776782337197
826,827,-57.90198996006412
842,843,7.694486963279153
845,846,34.16708571479632
847,848,7.518024381456794
872,873,-184.2703464170156
874,875,-11.000755724650878
894,895,-49.5665568377229
896,897,8.430515822896936
898,899,-64.06359604128977
900,901,19.943804871902817
925,926,34.16621601805244
927,928,332.65084551822383
929,930,73.40439631064278
949,950,37.88128010493153
956,957,14.940676390439783
966,967,-24.603740823140267
968,969,-14.942474073062453
973,974,21.67612995814612
999,1000,41.93833659943185
1009,1010,-198.15572019711024
1011,1012,44.043930362281884
1021,1022,28.10540954202939
1023,1024,9.253846665330418
1045,1046,-18.75935378189166
1064,1065,103.06733717617047
1069,1070,83.08781562894893
1072,1073,-3.0243648144913142
1092,1093,42.42507305484501
1094,1095,62.04870651532001
1108,1109,17.288069665962286
1110,1111,21.067280533566453
1112,1113,79.3852782595615
1127,1128,8.666069220866
1129,1130,-58.201796021675364
1131,1132,-84.14987418602935
1133,1134,-102.16783647402083
1135,1136,28.790981768659986
1160,1161,101.29023718122882
1162,1163,36.33864873412801
1175,1176,96.03322940076976
1178,1179,23.528038819475476
1190,1191,37.42107638311342
1192,1193,-197.21432737337375
1194,1195,40.10193636591879
1201,1202,-66.65425660270408
1203,1204,-35.226549743587434
1221,1222,89.16905278562555
1224,1225,33.951260731735275
1228,1229,4.410486140598467
1230,1231,52.885889534816904
1241,1242,16.612445901806353
1244,1245,-19.276967447981768
1250,1251,29.7845653388406
1252,1253,-5.598947332840619
1262,1263,-26.69838609099433
1264,1265,4.190572757926042
1266,1267,13.722547192206337
1296,1297,53.58693978834712
1298,1299,58.21962422644738
1300,1301,-294.4446376005246
1306,1307,-5.7303840301654265
1330,1331,-1.5182093871124571
1358,1359,143.65434243064973
1366,1367,1.147032412196644
1368,1369,153.67501844026395
1376,1377,34.3527747499507
1378,1379,-52.483813632128474
1421,1422,69.445120705325
1425,1426,-17.38186496615245
1430,1431,-135.64848634289675
1436,1437,103.60851842595729
