entry_idx,exit_idx,pnl
27,28,-105.73383166034817
29,30,-14.224395824688722
31,32,-17.949359186501876
57,58,-20.460612310337126
59,60,10.71430265638072
112,114,-6.42568842889728
117,118,26.7712708648373
125,126,42.1269663517054
155,157,20.906513957685497
161,162,-86.88865735180799
167,168,14.432640169973025
169,170,6.553768259792005
171,172,-15.845246874514004
173,174,6.871603412876783
180,181,108.77467937639085
187,188,10.406778485528482
189,190,-109.69811444007786
191,192,21.588803280939626
193,194,19.53328054247217
219,220,22.126719612677757
221,222,14.237450305549013
226,227,9.690616828699266
229,230,0.5106490687101908
231,232,-28.267074929512482
248,249,4.6198167034055055
257,258,5.0002188837980786
278,279,-38.78050805976949
280,281,3.453804759658321
284,285,17.31894684771221
302,303,64.51042718044623
307,308,16.184939765865284
309,310,118.49193692108676
313,314,40.494040103688185
330,331,-104.4999425906626
332,333,-6.848984899973972
336,337,0.5979270994781953
348,349,56.902350957164195
353,354,23.51881647015303
365,366,48.469592100859515
367,368,37.77884616649219
376,377,92.66705232865368
394,395,92.61129470081623
410,411,-35.01398052343153
420,421,62.22335971721057
422,423,-39.79199916940341
425,426,42.63630908993595
427,428,59.456272682447604
440,441,57.47014971152063
442,443,7.343072089849128
456,457,-1.7484375391729248
460,461,-3.195463137372306
466,467,29.519707140213267
474,475,-12.428524229853812
489,490,39.67118691234027
509,510,-35.63476975816254
512,513,68.33908650248856
514,515,12.681001381242858
516,517,-2.465700809900495
521,522,18.079651533583895
540,541,-13.867993626600551
542,543,10.977020653463589
544,545,78.01022285127517
553,554,-63.56821444299018
555,556,54.689023031273955
557,558,17.60592211407839
574,575,-12.528951246687734
576,577,73.93756641614749
581,582,-127.75372827803807
586,587,53.08433439726076
592,593,-0.16055046168349627
594,595,2.4104570362292064
596,597,33.247498928707905
627,628,67.12335411023666
634,635,15.020011742436225
656,657,64.11355309816199
658,659,11.08937397139848
660,661,-35.388076552188096
664,665,15.463911379845475
666,667,15.69539049694128
671,672,30.993834416346665
673,674,-41.31873926616012
690,691,-28.863858054556054
692,693,8.241233753050484
712,713,75.5809400567893
719,720,0.9591125264658941
721,722,53.835395748898364
739,740,-76.49134450692623
742,743,-35.79529510158692
759,760,5.574862477192778
770,771,-102.66934445914013
772,773,1.3774589100505281
774,775,-33.689590594315426
802,803,-31.048021702106393
805,806,-53.55201222714113
807,808,-4.534613705774429
809,810,-41.4283376733671
816,817,-54.60701014482075
820,821,33.454998996832906
826,827,70.86403029804659
837,838,30.63895183163917
840,841,-33.37958499969023
842,843,37.84472224869253
856,857,9.736147356994234
860,861,78.25260465816602
884,885,65.32823878742273
903,904,32.05538064027753
918,919,-19.1182087404037
920,921,-27.92896304370277
924,925,-48.38194193667315
927,928,10.531636102216746
942,943,-17.73510916555105
960,961,69.75767768497907
963,964,47.02530148637758
979,980,-119.09461231925664
987,988,65.82320065491783
989,990,-131.11619561707602
991,992,3.9431737839542027
993,994,95.84061858909551
999,1000,39.31756025023996
1012,1013,-34.36105358596884
1015,1016,85.5462424884878
1026,1027,-40.25722215450709
1028,1029,-26.311789896592632
1030,1031,16.135452356453904
1054,1055,-77.69485190312152
1056,1057,9.2568362165265
1069,1070,-50.07098041477977
1073,1074,-52.17254567684731
1095,1096,-98.7844724094497
1122,1123,57.66166193900575
1133,1134,70.04199645865384
1143,1144,87.06777442312641
1162,1163,47.78028263206865
1181,1182,77.85810904901426
1191,1192,83.321928559486
1197,1198,-142.02286850191
1199,1200,17.949733974996253
1214,1215,36.76585658898462
1216,1217,-48.279319486122056
1218,1219,36.8996173959005
1230,1231,10.563366046483777
1235,1237,101.60933361424597
1248,1249,-55.26188311418849
1261,1262,121.67116487021785
1287,1295,83.77331670907398
1297,1298,-57.22953277878525
1299,1300,-218.37808506316475
1301,1302,28.791840919040613
1312,1313,95.08340135933341
1345,1346,-46.220477099361716
1347,1348,13.69772965177822
1349,1350,-4.230222102305867
1353,1354,92.34187467173196
1356,1357,109.20862124513026
1366,1367,-13.91816227483032
1371,1372,181.8414359512806
1376,1377,-14.439700029705413
1378,1379,105.42930622893192
1383,1384,35.2092165105196
1392,1393,-3.8794981255939835
1414,1415,159.1450725870724
1433,1434,-49.03165372889884
