Date,AUDCAD,AUDJPY,AUDNZD,AUDSGD,AUDUSD,EURSGD,EURUSD,GBPUSD,XAGUSD,XAUUSD
2024-01-01 21:00:00,,,,,,,,,,2065.46
2024-01-01 23:00:00,0.9012,95.897,1.07654,0.89799,0.68057,1.45706,1.10431,1.27255,,2065.46
2024-01-02 00:00:00,0.90172,96.081,1.07824,0.89848,0.68086,1.45625,1.10362,1.27268,,2065.46
2024-01-02 01:00:00,0.90234,96.162,1.07898,0.89913,0.68134,1.45649,1.10379,1.27247,23.815,2065.42
2024-01-02 02:00:00,0.90191,96.345,1.0804,0.89981,0.68118,1.4575,1.10346,1.27199,23.803,2066.56
2024-01-02 03:00:00,0.90168,96.315,1.08052,0.89943,0.68039,1.45652,1.10186,1.27098,23.868,2067.78
2024-01-02 04:00:00,0.90318,96.42,1.08124,0.90116,0.68141,1.45781,1.10243,1.27186,23.923,2069.58
2024-01-02 05:00:00,0.90367,96.51,1.08158,0.90129,0.68186,1.45664,1.10206,1.27137,23.912,2069.57
2024-01-02 06:00:00,0.90503,96.657,1.08258,0.90337,0.68382,1.4574,1.10332,1.27358,24.029,2074.4
2024-01-02 07:00:00,0.90455,96.592,1.08153,0.90207,0.68258,1.45746,1.10284,1.27312,24.038,2074.18
2024-01-02 08:00:00,0.90351,96.52,1.0819,0.90172,0.6819,1.45651,1.10151,1.27313,23.983,2073.1
2024-01-02 09:00:00,0.90353,96.598,1.08221,0.90206,0.68242,1.45783,1.10295,1.27489,24.02,2073.27
2024-01-02 10:00:00,0.90391,96.552,1.08077,0.90224,0.68209,1.45686,1.10149,1.27167,24.044,2077.03
2024-01-02 11:00:00,0.90304,96.549,1.08034,0.9018,0.6816,1.45622,1.10072,1.26942,24.052,2075.92
2024-01-02 12:00:00,0.90209,96.434,1.08247,0.90082,0.67997,1.45305,1.09691,1.26613,23.93,2069.16
2024-01-02 13:00:00,0.90172,96.424,1.08173,0.89971,0.6785,1.45237,1.09534,1.26427,23.874,2067.87
2024-01-02 14:00:00,0.90152,96.365,1.08126,0.89925,0.67793,1.45266,1.09526,1.26288,23.907,2066.2
2024-01-02 15:00:00,0.90354,96.056,1.08082,0.89893,0.67863,1.45206,1.0963,1.26275,23.979,2070.3
2024-01-02 16:00:00,0.90082,96.049,1.08073,0.89741,0.67675,1.45101,1.09435,1.26243,23.713,2059.3
2024-01-02 17:00:00,0.90105,96.06,1.0813,0.89788,0.677,1.45294,1.09562,1.26288,23.793,2066.04
2024-01-02 18:00:00,0.90102,96.152,1.08205,0.89828,0.67727,1.4522,1.09504,1.2632,23.694,2062.62
2024-01-02 19:00:00,0.90134,96.016,1.08167,0.89723,0.67639,1.45184,1.09465,1.26252,23.638,2061.14
2024-01-02 20:00:00,0.90087,95.961,1.08148,0.89697,0.67603,1.45218,1.09463,1.26192,23.639,2060.85
2024-01-02 21:00:00,0.90071,95.932,1.08108,0.89664,0.67573,1.45189,1.09429,1.26167,23.634,2058.14
2024-01-02 22:00:00,0.90055,95.965,1.08122,0.89499,0.6759,1.44923,1.0941,1.26171,23.629,2058.78
2024-01-02 23:00:00,0.90099,96.076,1.08164,0.89646,0.67636,1.45009,1.09411,1.26198,23.629,2058.78
2024-01-03 00:00:00,0.90126,96.189,1.0822,0.89738,0.67658,1.45102,1.09412,1.26214,23.629,2058.78
2024-01-03 01:00:00,0.90095,96.005,1.08112,0.89688,0.67635,1.45178,1.09492,1.26303,23.67,2060.12
2024-01-03 02:00:00,0.90025,95.941,1.07992,0.89651,0.6756,1.45302,1.09511,1.26281,23.638,2062.44
2024-01-03 03:00:00,0.90019,95.938,1.07973,0.89608,0.67549,1.45272,1.0952,1.26281,23.689,2064.64
2024-01-03 04:00:00,0.90145,95.99,1.0794,0.8973,0.67656,1.45355,1.09606,1.26397,23.68,2065.05
2024-01-03 05:00:00,0.90116,95.958,1.07877,0.89672,0.67624,1.45343,1.0962,1.26404,23.667,2064.81
2024-01-03 06:00:00,0.90136,96.127,1.07869,0.8967,0.67639,1.45165,1.09511,1.26297,23.605,2064.02
2024-01-03 07:00:00,0.90143,96.127,1.07818,0.89681,0.67656,1.45251,1.09586,1.26428,23.63,2064.25
2024-01-03 08:00:00,0.90024,96.226,1.07911,0.89622,0.6757,1.45367,1.096,1.26423,23.566,2062.94
2024-01-03 09:00:00,0.9001,96.312,1.07896,0.89623,0.67555,1.45288,1.09524,1.26407,23.477,2059.99
2024-01-03 10:00:00,0.89921,96.257,1.07888,0.89549,0.67488,1.451,1.09361,1.26271,23.421,2056.74
2024-01-03 11:00:00,0.89892,96.169,1.07803,0.89467,0.67419,1.44999,1.09277,1.26256,23.401,2054.83
2024-01-03 12:00:00,0.89773,96.172,1.0778,0.89362,0.67288,1.45007,1.09192,1.26258,23.238,2047.47
2024-01-03 13:00:00,0.8976,96.141,1.07876,0.89329,0.67267,1.44958,1.09166,1.26237,23.294,2045.64
2024-01-03 14:00:00,0.8971,96.022,1.07889,0.89215,0.67143,1.45099,1.09214,1.26289,23.019,2040.93
2024-01-03 15:00:00,0.897,96.199,1.07702,0.89288,0.67197,1.45063,1.09186,1.2629,22.968,2037.84
2024-01-03 16:00:00,0.89602,96.377,1.07779,0.89258,0.67118,1.45001,1.09045,1.26271,22.851,2032.52
2024-01-03 17:00:00,0.8974,96.448,1.07783,0.89345,0.67187,1.45037,1.09079,1.26399,22.929,2032.37
2024-01-03 18:00:00,0.89772,96.495,1.07782,0.89319,0.67197,1.44958,1.09065,1.26438,22.881,2033.35
2024-01-03 19:00:00,0.89774,96.471,1.07623,0.89273,0.67191,1.4488,1.09054,1.26455,22.971,2035.76
2024-01-03 20:00:00,0.89865,96.384,1.07794,0.89433,0.67292,1.45074,1.09172,1.26629,22.996,2036.6
2024-01-03 21:00:00,0.89824,96.325,1.07694,0.89365,0.6725,1.45108,1.09209,1.26629,23.002,2040.93
2024-01-03 22:00:00,0.89781,96.354,1.07739,0.89346,0.67245,1.45088,1.09217,1.2663,22.959,2041.21
2024-01-03 23:00:00,0.89837,96.318,1.07695,0.89395,0.6728,1.45068,1.09204,1.26616,22.959,2041.21
2024-01-04 00:00:00,0.8988,96.296,1.07713,0.89452,0.67342,1.45113,1.09256,1.26722,22.959,2041.21
2024-01-04 01:00:00,0.8983,96.414,1.07833,0.89416,0.67296,1.4511,1.09222,1.26682,22.968,2042.12
2024-01-04 02:00:00,0.89806,96.522,1.07812,0.89436,0.67295,1.45082,1.09176,1.26614,22.927,2042.19
2024-01-04 03:00:00,0.89821,96.533,1.07642,0.89455,0.67284,1.45161,1.09192,1.2659,22.919,2044.46
2024-01-04 04:00:00,0.89874,96.593,1.07549,0.89545,0.67384,1.45172,1.09259,1.26725,22.949,2044.58
2024-01-04 05:00:00,0.8988,96.748,1.07564,0.89571,0.6739,1.45203,1.09257,1.26695,22.941,2043.04
2024-01-04 06:00:00,0.89892,96.893,1.07617,0.8961,0.67392,1.45268,1.09263,1.26645,22.996,2043.72
2024-01-04 07:00:00,0.89969,96.916,1.0761,0.89715,0.67524,1.45231,1.09322,1.26781,23.0,2047.21
2024-01-04 08:00:00,0.89943,96.83,1.07701,0.89648,0.6753,1.4518,1.09376,1.26922,22.984,2047.59
2024-01-04 09:00:00,0.89915,96.912,1.07634,0.8959,0.67493,1.45373,1.0953,1.27007,23.01,2046.74
2024-01-04 10:00:00,0.89824,97.0,1.0767,0.89483,0.67423,1.4554,1.09673,1.27191,23.0,2047.95
2024-01-04 11:00:00,0.8972,97.154,1.07679,0.89443,0.67351,1.45475,1.09553,1.27064,22.986,2047.92
2024-01-04 12:00:00,0.89725,97.057,1.07674,0.89387,0.67279,1.45431,1.09476,1.26893,22.947,2045.12
2024-01-04 13:00:00,0.89642,96.967,1.07624,0.89285,0.67237,1.45422,1.0952,1.26918,22.975,2045.95
2024-01-04 14:00:00,0.89644,97.018,1.07651,0.89204,0.67124,1.45472,1.09469,1.26722,22.891,2040.2
2024-01-04 15:00:00,0.89484,97.01,1.07602,0.89099,0.67005,1.45537,1.09451,1.26777,22.727,2039.31
2024-01-04 16:00:00,0.89589,97.066,1.07674,0.89174,0.67099,1.45579,1.0955,1.26983,22.962,2045.1
2024-01-04 17:00:00,0.89595,97.001,1.07654,0.89169,0.67085,1.45612,1.09559,1.26887,22.974,2044.69
2024-01-04 18:00:00,0.89498,96.913,1.0765,0.89076,0.67024,1.45513,1.09502,1.26825,22.978,2043.25
2024-01-04 19:00:00,0.895,96.897,1.0763,0.89063,0.6701,1.45478,1.09467,1.2681,22.996,2043.16
2024-01-04 20:00:00,0.89517,96.912,1.0761,0.89091,0.67029,1.45479,1.09468,1.26821,23.005,2044.34
2024-01-04 21:00:00,0.89504,96.932,1.07578,0.89112,0.6704,1.45525,1.09491,1.26833,23.005,2043.02
2024-01-04 22:00:00,0.89511,96.974,1.07542,0.89129,0.67061,1.45458,1.09441,1.26804,22.981,2043.2
2024-01-04 23:00:00,0.89494,96.925,1.075,0.89101,0.67035,1.45471,1.09465,1.26815,22.981,2043.2
2024-01-05 00:00:00,0.8955,97.074,1.07612,0.89141,0.67053,1.45499,1.0946,1.26801,22.981,2043.2
2024-01-05 01:00:00,0.89541,97.108,1.07531,0.89146,0.67065,1.45544,1.09507,1.26904,23.002,2044.28
2024-01-05 02:00:00,0.89582,97.13,1.07561,0.89209,0.67108,1.45571,1.09513,1.26928,23.119,2046.1
2024-01-05 03:00:00,0.89582,97.146,1.07587,0.89207,0.67081,1.45561,1.09466,1.26858,23.113,2046.14
2024-01-05 04:00:00,0.89537,97.129,1.07577,0.89176,0.67021,1.45535,1.0939,1.26811,23.065,2045.27
2024-01-05 05:00:00,0.89506,97.018,1.0754,0.89116,0.66981,1.45506,1.09369,1.26779,23.108,2044.58
2024-01-05 06:00:00,0.89556,97.014,1.07573,0.89162,0.67029,1.45469,1.09372,1.26734,23.084,2044.4
2024-01-05 07:00:00,0.89456,97.208,1.07574,0.89102,0.66931,1.45462,1.09276,1.26694,23.012,2042.44
2024-01-05 08:00:00,0.89485,97.17,1.07594,0.89154,0.6698,1.45379,1.09229,1.26778,23.031,2043.15
2024-01-05 09:00:00,0.89419,97.087,1.07531,0.89118,0.6692,1.45236,1.09075,1.2661,23.003,2042.42
2024-01-05 10:00:00,0.89344,97.007,1.07442,0.8896,0.66818,1.4527,1.09122,1.26586,22.952,2038.82
2024-01-05 11:00:00,0.89335,97.018,1.07527,0.88932,0.66811,1.45236,1.09125,1.26556,22.976,2039.98
2024-01-05 12:00:00,0.89322,97.039,1.07475,0.88939,0.66798,1.45295,1.0914,1.26527,22.965,2039.2
2024-01-05 13:00:00,0.89397,96.998,1.07505,0.88999,0.66853,1.45331,1.09174,1.26611,22.996,2040.18
2024-01-05 14:00:00,0.8931,97.256,1.07543,0.8903,0.66858,1.45407,1.09207,1.26566,23.04,2040.0
2024-01-05 15:00:00,0.89345,97.243,1.07521,0.89133,0.67023,1.45589,1.0949,1.27005,23.096,2046.64
2024-01-05 16:00:00,0.89715,97.062,1.07427,0.8932,0.67345,1.45594,1.09779,1.2751,23.272,2054.75
2024-01-05 17:00:00,0.89586,97.12,1.07469,0.89294,0.67199,1.45566,1.09558,1.27371,23.218,2045.02
2024-01-05 18:00:00,0.89564,97.175,1.07475,0.89272,0.67138,1.45534,1.0946,1.27225,23.138,2041.91
2024-01-05 19:00:00,0.89704,97.208,1.07475,0.89315,0.67212,1.45546,1.09537,1.27315,23.244,2048.16
2024-01-05 20:00:00,0.89698,97.117,1.07483,0.89251,0.67135,1.45488,1.0945,1.27225,23.177,2045.7
2024-01-05 21:00:00,0.89734,97.2,1.0752,0.89283,0.67151,1.45426,1.0939,1.27192,23.16,2043.59
2024-01-05 22:00:00,0.89608,97.035,1.07509,0.89283,0.67137,1.45426,1.09408,1.27181,23.161,2044.85
2024-01-07 23:00:00,0.89608,97.035,1.07509,0.89145,0.67137,1.45443,1.09408,1.27181,23.161,2044.85
2024-01-08 00:00:00,0.89708,97.179,1.0747,0.89289,0.67153,1.45468,1.09414,1.27161,23.161,2044.85
2024-01-08 01:00:00,0.89762,97.189,1.0748,0.89343,0.6722,1.45501,1.09483,1.27224,23.169,2045.94
2024-01-08 02:00:00,0.89812,97.098,1.07542,0.89359,0.67257,1.4544,1.09478,1.27202,23.114,2043.73
2024-01-08 03:00:00,0.8966,96.973,1.07458,0.8928,0.67101,1.45504,1.09368,1.27101,23.053,2041.26
2024-01-08 04:00:00,0.89599,96.831,1.0748,0.89211,0.67023,1.45516,1.09327,1.27009,23.016,2036.04
2024-01-08 05:00:00,0.89564,96.755,1.07431,0.89151,0.66978,1.45524,1.09338,1.27013,23.009,2035.75
2024-01-08 06:00:00,0.89589,96.715,1.07414,0.89168,0.66994,1.45555,1.09372,1.27027,22.973,2030.68
2024-01-08 07:00:00,0.89655,96.717,1.07409,0.89226,0.67084,1.45567,1.09453,1.27144,23.053,2032.94
2024-01-08 08:00:00,0.89651,96.797,1.07507,0.89192,0.67031,1.45623,1.09449,1.27073,22.999,2031.36
2024-01-08 09:00:00,0.89546,96.712,1.07434,0.89116,0.66922,1.45583,1.09334,1.26904,22.909,2028.22
2024-01-08 10:00:00,0.89592,96.59,1.07436,0.89109,0.66971,1.4551,1.09369,1.26941,22.971,2029.05
2024-01-08 11:00:00,0.89565,96.634,1.07499,0.89043,0.66925,1.4557,1.09422,1.27046,22.946,2027.55
2024-01-08 12:00:00,0.89471,96.62,1.07501,0.88976,0.66832,1.45604,1.09377,1.26972,22.828,2020.06
2024-01-08 13:00:00,0.89468,96.606,1.07479,0.88992,0.66869,1.45642,1.09443,1.27081,22.944,2024.61
2024-01-08 14:00:00,0.89485,96.506,1.0745,0.88902,0.66809,1.45706,1.09504,1.2711,22.878,2018.94
2024-01-08 15:00:00,0.89712,96.561,1.07475,0.89088,0.67014,1.45692,1.096,1.27283,23.055,2026.32
2024-01-08 16:00:00,0.89708,96.558,1.07475,0.89119,0.67085,1.45708,1.09694,1.27492,23.141,2034.22
2024-01-08 17:00:00,0.89759,96.658,1.07487,0.89192,0.67175,1.45713,1.09752,1.27619,23.156,2032.16
2024-01-08 18:00:00,0.89703,96.62,1.07471,0.89137,0.67118,1.45604,1.09643,1.27539,23.108,2027.62
2024-01-08 19:00:00,0.89724,96.772,1.07535,0.892,0.6714,1.45534,1.09552,1.27489,23.067,2026.55
2024-01-08 20:00:00,0.89736,96.86,1.0754,0.89243,0.67219,1.45506,1.09607,1.27581,23.108,2029.37
2024-01-08 21:00:00,0.8971,96.852,1.07534,0.8922,0.67186,1.45455,1.09544,1.27508,23.07,2027.1
2024-01-08 22:00:00,0.89671,96.911,1.07489,0.89197,0.67193,1.45392,1.09497,1.27469,23.079,2027.91
2024-01-08 23:00:00,0.89655,96.862,1.07451,0.89172,0.6716,1.45392,1.09494,1.27447,23.079,2027.91
2024-01-09 00:00:00,0.89658,96.858,1.07449,0.89227,0.67161,1.45459,1.09495,1.27403,23.079,2027.91
2024-01-09 01:00:00,0.8971,96.74,1.07485,0.89267,0.67215,1.45474,1.09549,1.27548,23.132,2034.29
2024-01-09 02:00:00,0.89801,96.531,1.07491,0.893,0.6728,1.45474,1.09612,1.27595,23.104,2032.19
2024-01-09 03:00:00,0.8977,96.644,1.07422,0.89313,0.67264,1.45543,1.09625,1.27565,23.121,2033.96
2024-01-09 04:00:00,0.89758,96.579,1.07422,0.89312,0.67244,1.45585,1.09625,1.27553,23.136,2033.56
2024-01-09 05:00:00,0.89696,96.44,1.07451,0.89209,0.67168,1.45493,1.09559,1.2747,23.116,2032.8
2024-01-09 06:00:00,0.89633,96.454,1.07473,0.89131,0.67082,1.45466,1.09494,1.27427,23.086,2032.74
2024-01-09 07:00:00,0.89576,96.581,1.0747,0.89099,0.67042,1.45512,1.09499,1.2734,23.077,2033.12
2024-01-09 08:00:00,0.8956,96.614,1.07349,0.89147,0.67066,1.45622,1.09563,1.27463,23.18,2035.96
2024-01-09 09:00:00,0.89576,96.56,1.07266,0.8911,0.67044,1.4552,1.09495,1.27359,23.133,2034.26
2024-01-09 10:00:00,0.89507,96.489,1.07283,0.8909,0.67035,1.4543,1.09437,1.27336,23.147,2035.44
2024-01-09 11:00:00,0.89487,96.449,1.07227,0.8906,0.66951,1.45445,1.09352,1.27237,23.105,2035.37
2024-01-09 12:00:00,0.89478,96.391,1.07251,0.89058,0.66908,1.45484,1.0931,1.27124,23.109,2034.94
2024-01-09 13:00:00,0.89475,96.425,1.07244,0.89089,0.66965,1.45532,1.09403,1.27272,23.15,2036.3
2024-01-09 14:00:00,0.89554,96.294,1.07209,0.89061,0.66981,1.45527,1.09456,1.27246,23.165,2038.63
2024-01-09 15:00:00,0.8962,96.291,1.07228,0.88995,0.66912,1.45561,1.09453,1.27186,23.079,2034.67
2024-01-09 16:00:00,0.89555,96.432,1.07188,0.88988,0.66826,1.45365,1.09177,1.27026,22.95,2028.68
2024-01-09 17:00:00,0.89543,96.565,1.07202,0.88961,0.66898,1.45393,1.09341,1.27167,22.989,2031.23
2024-01-09 18:00:00,0.89528,96.548,1.07224,0.88951,0.66861,1.45445,1.09338,1.27096,22.89,2027.66
2024-01-09 19:00:00,0.89515,96.616,1.07224,0.88987,0.6684,1.45417,1.09239,1.26967,22.926,2029.18
2024-01-09 20:00:00,0.89524,96.608,1.07146,0.88965,0.66837,1.45403,1.09251,1.26988,22.918,2028.83
2024-01-09 21:00:00,0.89568,96.609,1.07154,0.88977,0.66851,1.4543,1.09276,1.27033,22.931,2028.34
2024-01-09 22:00:00,0.89516,96.594,1.07154,0.88879,0.66861,1.45387,1.09306,1.27055,22.945,2029.9
2024-01-09 23:00:00,0.89494,96.532,1.07168,0.88891,0.66835,1.45313,1.09278,1.27036,22.945,2029.9
2024-01-10 00:00:00,0.89487,96.533,1.07146,0.88958,0.66839,1.45475,1.09315,1.27098,22.945,2029.9
2024-01-10 01:00:00,0.89518,96.648,1.07245,0.89013,0.66872,1.45481,1.09304,1.2711,22.95,2030.16
2024-01-10 02:00:00,0.89627,96.943,1.07322,0.8916,0.66981,1.45507,1.09319,1.27098,23.006,2031.73
2024-01-10 03:00:00,0.8962,97.017,1.07344,0.89194,0.6698,1.45581,1.09334,1.27023,22.973,2031.79
2024-01-10 04:00:00,0.89667,97.055,1.07358,0.89225,0.67008,1.45512,1.09289,1.26983,22.916,2028.86
2024-01-10 05:00:00,0.8968,97.046,1.07339,0.89251,0.6702,1.45563,1.09317,1.27015,22.926,2029.75
2024-01-10 06:00:00,0.89695,97.045,1.07423,0.89287,0.67035,1.45595,1.0932,1.27007,22.848,2026.6
2024-01-10 07:00:00,0.89607,97.061,1.0735,0.89195,0.66911,1.45612,1.09244,1.26865,22.836,2024.55
2024-01-10 08:00:00,0.89675,97.11,1.07394,0.89265,0.67002,1.45548,1.0926,1.26967,22.934,2030.95
2024-01-10 09:00:00,0.89658,97.189,1.07292,0.89269,0.67035,1.45712,1.09429,1.27134,23.057,2035.19
2024-01-10 10:00:00,0.89685,97.207,1.07382,0.89297,0.6708,1.45717,1.09469,1.27246,23.038,2035.69
2024-01-10 11:00:00,0.89646,97.176,1.07403,0.89256,0.67051,1.4574,1.09489,1.27252,22.985,2034.76
2024-01-10 12:00:00,0.89667,97.21,1.07469,0.8923,0.67047,1.4566,1.09457,1.27248,22.933,2034.0
2024-01-10 13:00:00,0.89671,97.359,1.07531,0.8922,0.6702,1.4567,1.09436,1.27215,22.927,2031.46
2024-01-10 14:00:00,0.89637,97.311,1.07551,0.89194,0.66977,1.4568,1.09403,1.27234,22.869,2030.25
2024-01-10 15:00:00,0.89532,97.314,1.07503,0.8913,0.6691,1.45716,1.09397,1.27213,22.8,2027.37
2024-01-10 16:00:00,0.89585,97.498,1.07495,0.89172,0.66958,1.46042,1.0967,1.27352,22.898,2027.87
2024-01-10 17:00:00,0.89511,97.461,1.07515,0.89107,0.66899,1.45952,1.09588,1.27269,22.907,2027.02
2024-01-10 18:00:00,0.89584,97.498,1.0751,0.8915,0.66959,1.45999,1.09669,1.27328,22.878,2024.06
2024-01-10 19:00:00,0.89619,97.549,1.07547,0.89182,0.66986,1.4603,1.09692,1.27385,22.914,2023.67
2024-01-10 20:00:00,0.89621,97.608,1.07592,0.89203,0.67,1.46045,1.09701,1.27413,22.906,2023.96
2024-01-10 21:00:00,0.89587,97.626,1.07632,0.89173,0.6696,1.46012,1.09653,1.27333,22.861,2023.48
2024-01-10 22:00:00,0.89621,97.637,1.07575,0.8916,0.66987,1.46077,1.09719,1.27408,22.864,2024.1
2024-01-10 23:00:00,0.89619,97.549,1.07545,0.8916,0.66971,1.46039,1.09716,1.27388,22.864,2024.1
2024-01-11 00:00:00,0.89655,97.654,1.07587,0.89215,0.67014,1.46079,1.09737,1.27446,22.864,2024.1
2024-01-11 01:00:00,0.89708,97.599,1.07565,0.89281,0.67094,1.46073,1.09776,1.27491,22.94,2027.82
2024-01-11 02:00:00,0.89762,97.635,1.07626,0.89312,0.67169,1.45969,1.09787,1.27596,22.974,2029.68
2024-01-11 03:00:00,0.89716,97.704,1.07602,0.89308,0.67135,1.46021,1.09778,1.27629,22.93,2029.62
2024-01-11 04:00:00,0.89805,97.68,1.07566,0.89377,0.67226,1.45972,1.09801,1.27657,22.989,2030.87
2024-01-11 05:00:00,0.8979,97.687,1.07518,0.89341,0.67193,1.45943,1.09775,1.2764,23.011,2032.05
2024-01-11 06:00:00,0.89739,97.739,1.07468,0.89307,0.67183,1.45924,1.09781,1.27626,23.027,2032.92
2024-01-11 07:00:00,0.89753,97.71,1.07432,0.89289,0.67194,1.45964,1.09856,1.2769,23.044,2033.97
2024-01-11 08:00:00,0.89737,97.638,1.07445,0.89264,0.6715,1.45929,1.09786,1.27637,23.03,2033.84
2024-01-11 09:00:00,0.89724,97.645,1.07423,0.89224,0.67124,1.45866,1.09747,1.27614,22.961,2030.78
2024-01-11 10:00:00,0.89714,97.663,1.07415,0.89255,0.67105,1.45808,1.09635,1.27388,22.957,2031.3
2024-01-11 11:00:00,0.89682,97.519,1.07317,0.89184,0.67068,1.45847,1.09686,1.27458,22.959,2032.05
2024-01-11 12:00:00,0.89665,97.557,1.07311,0.89186,0.67101,1.45911,1.09784,1.27648,23.022,2034.28
2024-01-11 13:00:00,0.89628,97.552,1.07323,0.89181,0.67099,1.45967,1.09835,1.27605,23.02,2032.38
2024-01-11 14:00:00,0.89313,97.463,1.07352,0.88835,0.66642,1.45798,1.09391,1.27093,22.865,2029.32
2024-01-11 15:00:00,0.89364,97.341,1.07302,0.88872,0.66717,1.45894,1.09539,1.27235,22.879,2029.66
2024-01-11 16:00:00,0.8943,97.203,1.07192,0.88752,0.66602,1.45855,1.09461,1.27129,22.736,2029.02
2024-01-11 17:00:00,0.89382,97.129,1.0714,0.88711,0.66513,1.45917,1.09421,1.2708,22.56,2016.63
2024-01-11 18:00:00,0.89341,97.133,1.07112,0.88718,0.66551,1.45964,1.09507,1.27196,22.503,2014.3
2024-01-11 19:00:00,0.89459,97.288,1.07233,0.88899,0.66728,1.46058,1.09646,1.2747,22.526,2016.98
2024-01-11 20:00:00,0.8956,97.271,1.07254,0.88993,0.66863,1.46145,1.09817,1.27616,22.704,2026.42
2024-01-11 21:00:00,0.89583,97.228,1.073,0.89006,0.6687,1.46011,1.09712,1.27583,22.722,2027.48
2024-01-11 22:00:00,0.89551,97.142,1.07258,0.88951,0.66865,1.45989,1.09717,1.27499,22.725,2028.5
2024-01-11 23:00:00,0.89551,97.171,1.07312,0.88987,0.6686,1.45995,1.09716,1.27565,22.725,2028.5
2024-01-12 00:00:00,0.89611,97.193,1.07293,0.89074,0.66984,1.46019,1.09821,1.27773,22.725,2028.5
2024-01-12 01:00:00,0.89599,97.255,1.07319,0.89078,0.66959,1.45995,1.09754,1.27689,22.772,2031.07
2024-01-12 02:00:00,0.89742,97.391,1.07334,0.89245,0.67115,1.46026,1.09824,1.2779,22.872,2033.85
2024-01-12 03:00:00,0.897,97.346,1.07267,0.89213,0.6708,1.46013,1.09793,1.27756,22.867,2033.9
2024-01-12 04:00:00,0.89717,97.2,1.07312,0.89225,0.67074,1.46008,1.09775,1.27751,22.833,2033.88
2024-01-12 05:00:00,0.89678,97.192,1.07336,0.89169,0.67032,1.4599,1.09753,1.27712,22.862,2034.65
2024-01-12 06:00:00,0.89573,97.252,1.07305,0.89081,0.66955,1.46006,1.09753,1.27716,22.849,2036.0
2024-01-12 07:00:00,0.8961,97.239,1.07327,0.89128,0.67003,1.45973,1.0975,1.27702,22.836,2035.16
2024-01-12 08:00:00,0.89567,97.195,1.07282,0.89128,0.66965,1.45947,1.09664,1.27552,22.864,2037.53
2024-01-12 09:00:00,0.89565,97.256,1.07315,0.89217,0.67072,1.45971,1.09748,1.2767,22.918,2038.67
2024-01-12 10:00:00,0.89468,97.222,1.07297,0.89155,0.6699,1.45879,1.09622,1.27516,22.879,2038.08
2024-01-12 11:00:00,0.89428,97.172,1.0724,0.89123,0.6695,1.45884,1.09597,1.2754,23.011,2045.81
2024-01-12 12:00:00,0.89435,97.103,1.07179,0.89068,0.6686,1.45848,1.09493,1.27247,22.976,2045.36
2024-01-12 13:00:00,0.89355,97.13,1.07179,0.89047,0.66817,1.45741,1.09374,1.27265,23.0,2047.76
2024-01-12 14:00:00,0.89525,97.062,1.07158,0.89221,0.67038,1.45783,1.0955,1.27544,23.292,2056.09
2024-01-12 15:00:00,0.89716,97.123,1.07156,0.89332,0.67198,1.45891,1.09753,1.27679,23.349,2055.92
2024-01-12 16:00:00,0.8967,96.944,1.07113,0.89159,0.66995,1.45926,1.09661,1.27608,23.323,2053.7
2024-01-12 17:00:00,0.89647,96.91,1.071,0.89065,0.66904,1.45866,1.0958,1.27427,23.201,2048.24
2024-01-12 18:00:00,0.89603,96.913,1.07086,0.89071,0.66859,1.45855,1.09493,1.27385,23.102,2043.84
2024-01-12 19:00:00,0.89621,96.897,1.07092,0.89054,0.66887,1.45899,1.09592,1.27478,23.165,2047.5
2024-01-12 20:00:00,0.8963,96.871,1.07055,0.89043,0.66871,1.4587,1.09557,1.27466,23.146,2047.31
2024-01-12 21:00:00,0.89588,96.826,1.07033,0.88989,0.66827,1.45819,1.09509,1.27435,23.138,2047.44
2024-01-12 22:00:00,0.89598,96.853,1.07102,0.88989,0.66842,1.45819,1.09501,1.2751,23.16,2048.48
2024-01-14 23:00:00,0.89598,96.853,1.07102,0.8901,0.66842,1.45781,1.09501,1.2751,23.16,2048.48
2024-01-15 00:00:00,0.89667,97.082,1.07327,0.89088,0.66884,1.45763,1.09447,1.27345,23.16,2048.48
2024-01-15 01:00:00,0.89631,97.019,1.07346,0.89073,0.66885,1.45856,1.09532,1.27377,23.185,2047.84
2024-01-15 02:00:00,0.89656,97.108,1.07378,0.89146,0.66941,1.45869,1.09544,1.2741,23.212,2051.02
2024-01-15 03:00:00,0.89686,97.145,1.07375,0.89175,0.67014,1.45895,1.09646,1.27607,23.319,2056.31
2024-01-15 04:00:00,0.89628,97.162,1.07364,0.89138,0.66949,1.45958,1.09639,1.27576,23.263,2057.32
2024-01-15 05:00:00,0.89614,97.153,1.07401,0.89124,0.66927,1.4597,1.09626,1.2754,23.233,2054.24
2024-01-15 06:00:00,0.89551,97.095,1.07346,0.89047,0.6684,1.46047,1.09637,1.27519,23.227,2055.06
2024-01-15 07:00:00,0.89524,97.092,1.07347,0.89008,0.66842,1.45981,1.09637,1.27547,23.227,2055.36
2024-01-15 08:00:00,0.89429,97.0,1.0742,0.88895,0.66694,1.45982,1.09531,1.27427,23.186,2054.17
2024-01-15 09:00:00,0.89395,96.977,1.0753,0.88879,0.66681,1.46041,1.09577,1.27381,23.224,2056.62
2024-01-15 10:00:00,0.89296,96.962,1.07584,0.88795,0.66568,1.46002,1.09465,1.27252,23.2,2055.01
