DATETIME,<CLOSE>,SPREAD_ADJ,PREDICTED_ZSCORE,ENTRY_ZSCORE,STOPLOSS_ZSCORE
2025-09-01 00:01:00,1.3491,0.7441480482300792,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:02:00,1.3491,0.7441532213240212,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:03:00,1.34918,0.7442332213240213,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:05:00,1.34918,0.7442590867937314,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:06:00,1.34934,0.7444087406058473,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:07:00,1.3494,0.7444946060755575,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:08:00,1.34955,0.7446394329816155,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:09:00,1.34993,0.7450246060755576,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:10:00,1.35007,0.7451387406058474,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:11:00,1.35005,0.7451239136997894,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:12:00,1.34971,0.7448201253573836,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:13:00,1.34976,0.7448701253573837,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:14:00,1.34976,0.7448701253573837,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:15:00,1.34977,0.7448801253573836,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:16:00,1.34975,0.7448601253573837,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:17:00,1.34975,0.7448652984513258,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:18:00,1.35,0.7451152984513258,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:19:00,1.35006,0.7451752984513258,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:20:00,1.35006,0.7451752984513258,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:21:00,1.34998,0.7450952984513257,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:22:00,1.35004,0.7451552984513257,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:23:00,1.34997,0.7450852984513257,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:24:00,1.34997,0.7450904715452675,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:25:00,1.34989,0.7450208177331519,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:26:00,1.34989,0.7450570293907461,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:27:00,1.34989,0.7450208177331519,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:28:00,1.34989,0.7450622024846881,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:29:00,1.34989,0.7450622024846881,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:30:00,1.35013,0.7453022024846881,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:31:00,1.35012,0.7451939136997894,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:32:00,1.35012,0.7452922024846881,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:33:00,1.35012,0.7452922024846881,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:34:00,1.35013,0.7453022024846881,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:35:00,1.35013,0.7451987406058473,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:36:00,1.35018,0.7452487406058472,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:37:00,1.35017,0.7452387406058474,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:38:00,1.35017,0.7452387406058474,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:39:00,1.35023,0.7453452984513258,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:40:00,1.35022,0.7452835675119053,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:41:00,1.35018,0.7453884141422823,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:42:00,1.35019,0.7454553181756448,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:43:00,1.35018,0.745471183645355,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:44:00,1.35018,0.7454763567392969,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:45:00,1.35018,0.7455177414908333,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:46:00,1.35002,0.7454094724302537,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:47:00,1.35002,0.745435337899964,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:48:00,1.35002,0.745456030275732,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:49:00,1.34981,0.7453546652485148,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:50:00,1.35017,0.745580164806022,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:51:00,1.35017,0.7455853378999641,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:52:00,1.35017,0.7455853378999641,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:53:00,1.35017,0.7456629343090946,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:54:00,1.35017,0.745590510993906,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:55:00,1.35005,0.7454653378999639,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:56:00,1.35005,0.7455429343090945,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:57:00,1.34996,0.7454063764636163,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:58:00,1.34996,0.7454063764636163,3.0,2.4000000000000004,4.800000000000001
2025-09-01 00:59:00,1.34986,0.7453063764636163,3.0,2.4000000000000004,4.800000000000001
2025-09-01 01:00:00,1.35046,0.7458080876787174,2.075673502149133,1.6605388017193066,3.321077603438613
2025-09-01 01:01:00,1.35065,0.7460187800544854,2.908905858900225,2.3271246871201803,4.654249374240361
2025-09-01 01:02:00,1.35062,0.7459525683968912,3.0,2.4000000000000004,4.800000000000001
2025-09-01 01:03:00,1.35052,0.7458473953029493,3.0,2.4000000000000004,4.800000000000001
2025-09-01 01:04:00,1.35048,0.7458849917120798,3.0,2.4000000000000004,4.800000000000001
2025-09-01 01:05:00,1.35032,0.74575085718179,3.0,2.4000000000000004,4.800000000000001
2025-09-01 01:06:00,1.35048,0.7458436069605435,3.0,2.4000000000000004,4.800000000000001
2025-09-01 01:07:00,1.35031,0.7457667226515001,3.0,2.4000000000000004,4.800000000000001
2025-09-01 01:08:00,1.35051,0.7458787800544856,3.0,2.4000000000000004,4.800000000000001
2025-09-01 01:09:00,1.35039,0.7458518957454423,3.0,2.4000000000000004,4.800000000000001
2025-09-01 01:10:00,1.35046,0.7459115495575582,3.0,2.4000000000000004,4.800000000000001
2025-09-01 01:11:00,1.35056,0.7459494724302537,3.0,2.4000000000000004,4.800000000000001
2025-09-01 01:12:00,1.35048,0.7458746455241957,3.0,2.4000000000000004,4.800000000000001
2025-09-01 01:13:00,1.3506,0.7459222222090073,3.0,2.4000000000000004,4.800000000000001
2025-09-01 01:14:00,1.35052,0.7458680876787174,3.0,2.4000000000000004,4.800000000000001
2025-09-01 01:15:00,1.35053,0.7458780876787174,3.0,2.4000000000000004,4.800000000000001
