Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,EntryZScore,StopZScore
7187,-0.4,-1817.36,-129.81143,0.75365,-0.32931,-0.39603,0,33.83,14,1.6,7.1
7288,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.6,7.2
7389,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.6,7.3
7490,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.6,7.4
7591,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.6,7.5
7692,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.6,7.6
7793,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.6,7.7
7894,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.6,7.8
7995,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.6,7.9
8096,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.6,8
8197,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.6,8.1
8298,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.6,8.2
8399,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.6,8.3
8500,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.6,8.4
8601,-0.09,-1661.46,-207.6825,0.70847,-0.23382,-0.09103,0,42.61,8,1.6,8.5
8702,-0.09,-1661.46,-207.6825,0.70847,-0.23382,-0.09103,0,42.61,8,1.6,8.6
8803,-0.09,-1661.46,-207.6825,0.70847,-0.23382,-0.09103,0,42.61,8,1.6,8.7
8904,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.6,8.8
9005,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.6,8.9
9106,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.6,9
9207,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.6,9.1
9308,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.6,9.2
9409,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.6,9.3
9510,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.6,9.4
9611,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.6,9.5
9712,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.6,9.6
9813,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.6,9.7
9914,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.6,9.8
10015,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.6,9.9
10116,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.6,10
17,-0.33,-1938.75,-149.13462,0.64837,-0.43701,-0.33291,0,29.58,13,1.7,0
118,-0.33,-1938.75,-149.13462,0.64837,-0.43701,-0.33291,0,29.58,13,1.7,0.1
219,-0.33,-1938.75,-149.13462,0.64837,-0.43701,-0.33291,0,29.58,13,1.7,0.2
320,-0.33,-1938.75,-149.13462,0.64837,-0.43701,-0.33291,0,29.58,13,1.7,0.3
421,-0.33,-1938.75,-149.13462,0.64837,-0.43701,-0.33291,0,29.58,13,1.7,0.4
522,-0.33,-1938.75,-149.13462,0.64837,-0.43701,-0.33291,0,29.58,13,1.7,0.5
623,-0.33,-1938.75,-149.13462,0.64837,-0.43701,-0.33291,0,29.58,13,1.7,0.6
724,-0.33,-1938.75,-149.13462,0.64837,-0.43701,-0.33291,0,29.58,13,1.7,0.7
825,-0.33,-1938.75,-149.13462,0.64837,-0.43701,-0.33291,0,29.58,13,1.7,0.8
926,-0.33,-1938.75,-149.13462,0.64837,-0.43701,-0.33291,0,29.58,13,1.7,0.9
1027,-0.33,-1938.75,-149.13462,0.64837,-0.43701,-0.33291,0,29.58,13,1.7,1
1128,-0.33,-1938.75,-149.13462,0.64837,-0.43701,-0.33291,0,29.58,13,1.7,1.1
1229,-0.33,-1938.75,-149.13462,0.64837,-0.43701,-0.33291,0,29.58,13,1.7,1.2
1330,-0.33,-1938.75,-149.13462,0.64837,-0.43701,-0.33291,0,29.58,13,1.7,1.3
1431,-0.33,-1938.75,-149.13462,0.64837,-0.43701,-0.33291,0,29.58,13,1.7,1.4
1532,-0.33,-1938.75,-149.13462,0.64837,-0.43701,-0.33291,0,29.58,13,1.7,1.5
1633,-0.33,-1938.75,-149.13462,0.64837,-0.43701,-0.33291,0,29.58,13,1.7,1.6
1734,-0.33,-1938.75,-149.13462,0.64837,-0.43701,-0.33291,0,29.58,13,1.7,1.7
1835,-0.33,-1938.75,-149.13462,0.64837,-0.43701,-0.33291,0,29.58,13,1.7,1.8
1936,-0.33,-1930.65,-148.51154,0.64932,-0.43598,-0.33162,0,29.52,13,1.7,1.9
2037,-0.2,-1709.53,-155.41182,0.68264,-0.40452,-0.19738,0,28.17,11,1.7,2
2138,-0.2,-1718.98,-156.27091,0.68112,-0.40585,-0.19839,0,28.24,11,1.7,2.1
2239,-0.17,-1774.75,-177.475,0.67155,-0.43094,-0.16597,0,27.46,10,1.7,2.2
2340,-0.17,-1766.39,-176.639,0.6726,-0.42979,-0.16524,0,27.4,10,1.7,2.3
2441,-0.17,-1869.13,-186.913,0.65859,-0.44848,-0.17444,0,27.78,10,1.7,2.4
2542,-0.17,-1839.95,-183.995,0.66253,-0.44302,-0.17185,0,27.69,10,1.7,2.5
2643,-0.17,-1777.01,-177.701,0.67127,-0.43126,-0.16614,0,27.47,10,1.7,2.6
2744,-0.17,-1777.01,-177.701,0.67127,-0.43126,-0.16614,0,27.47,10,1.7,2.7
2845,-0.16,-1763.21,-176.321,0.67299,-0.42934,-0.16494,0,27.38,10,1.7,2.8
2946,-0.16,-1763.21,-176.321,0.67299,-0.42934,-0.16494,0,27.38,10,1.7,2.9
3047,-0.16,-1729.25,-172.925,0.67766,-0.42306,-0.16142,0,27.25,10,1.7,3
3148,-0.16,-1737.71,-173.771,0.67659,-0.42425,-0.16213,0,27.31,10,1.7,3.1
3249,-0.16,-1737.71,-173.771,0.67659,-0.42425,-0.16213,0,27.31,10,1.7,3.2
3350,-0.23,-1636.92,-136.41,0.69303,-0.39421,-0.23229,0,27.68,12,1.7,3.3
3451,-0.23,-1602.21,-133.5175,0.69757,-0.38911,-0.22768,0,27.45,12,1.7,3.4
3552,-0.23,-1603.4,-133.61667,0.69741,-0.38928,-0.22782,0,27.46,12,1.7,3.5
3653,-0.23,-1600.1,-133.34167,0.69835,-0.38721,-0.22638,0,27.55,12,1.7,3.6
3754,-0.23,-1625.02,-135.41833,0.69458,-0.39247,-0.23038,0,27.6,12,1.7,3.7
3855,-0.54,-1566.14,-87.00778,0.74783,-0.38211,-0.53516,0,27.32,18,1.7,3.8
3956,-0.59,-1102.16,-52.48381,0.8269,-0.29979,-0.58993,0,24.51,21,1.7,3.9
4057,-1.01,-1996.08,-57.03086,0.77346,-0.44485,-1.01393,0,29.91,35,1.7,4
4158,-1.24,-2522.78,-64.68667,0.84994,-0.44725,-1.23709,0,36.09,39,1.7,4.1
4259,-1.82,-3874.64,-80.72167,0.7161,-0.28853,-1.81624,0,61.52,48,1.7,4.2
4360,-1.73,-3165.08,-166.58316,0.73601,-0.5391,-1.72967,0,38.34,19,1.7,4.3
4461,-1.77,-3028.43,-116.47808,0.79696,-0.23523,-1.76957,0,57.34,26,1.7,4.4
4562,-1.25,-3059.2,-191.2,0.39008,-0.73816,-1.25346,0,27.63,16,1.7,4.5
4663,-1.25,-3059.2,-191.2,0.39008,-0.73816,-1.25346,0,27.63,16,1.7,4.6
4764,-1.74,-5787.43,-413.38786,0.43472,-0.85354,-1.73903,0,45.2,14,1.7,4.7
4865,-0.88,-5328.33,-409.87154,0.34133,-0.7112,-0.87584,0,49.95,13,1.7,4.8
4966,-0.88,-5328.33,-409.87154,0.34133,-0.7112,-0.87584,0,49.95,13,1.7,4.9
5067,-0.86,-5229.07,-402.23615,0.34813,-0.70684,-0.86301,0,49.32,13,1.7,5
5168,-1.23,-6127.67,-437.69071,0.42655,-0.76377,-1.23103,0,53.49,14,1.7,5.1
5269,-1.23,-6127.67,-437.69071,0.42655,-0.76377,-1.23103,0,53.49,14,1.7,5.2
5370,-4.31,-7677.82,-333.81826,0.2841,-0.90214,-4.31267,0,56.74,23,1.7,5.3
5471,-4.31,-7677.82,-333.81826,0.2841,-0.90214,-4.31267,0,56.74,23,1.7,5.4
5572,-1.69,-3459.84,-182.09684,0.6236,-0.52914,-1.68578,0,43.59,19,1.7,5.5
5673,-0.76,-3069.88,-219.27714,0.72041,-0.46838,-0.76396,0,43.7,14,1.7,5.6
5774,-0.76,-3069.88,-219.27714,0.72041,-0.46838,-0.76396,0,43.7,14,1.7,5.7
5875,-0.76,-3069.88,-219.27714,0.72041,-0.46838,-0.76396,0,43.7,14,1.7,5.8
5976,-0.62,-1923.99,-101.26263,0.83562,-0.29397,-0.61749,0,43.63,19,1.7,5.9
6077,-1.57,-3204.83,-133.53458,0.68497,-0.48947,-1.5706,0,43.65,24,1.7,6
6178,-0.61,-1902.86,-100.15053,0.83743,-0.29168,-0.61116,0,43.49,19,1.7,6.1
6279,-0.61,-1902.86,-100.15053,0.83743,-0.29168,-0.61116,0,43.49,19,1.7,6.2
6380,-0.61,-1902.86,-100.15053,0.83743,-0.29168,-0.61116,0,43.49,19,1.7,6.3
6481,-0.61,-1902.86,-100.15053,0.83743,-0.29168,-0.61116,0,43.49,19,1.7,6.4
6582,-0.61,-1902.86,-100.15053,0.83743,-0.29168,-0.61116,0,43.49,19,1.7,6.5
6683,-0.77,-2090.39,-99.54238,0.81695,-0.32781,-0.76812,0,41.51,21,1.7,6.6
6784,-0.72,-1950.83,-92.89667,0.82695,-0.31135,-0.72057,0,40.65,21,1.7,6.7
6885,-0.72,-1950.83,-92.89667,0.82695,-0.31135,-0.72057,0,40.65,21,1.7,6.8
6986,-0.72,-1950.83,-92.89667,0.82695,-0.31135,-0.72057,0,40.65,21,1.7,6.9
7087,-0.4,-1793.83,-128.13071,0.75101,-0.33345,-0.40194,0,33.09,14,1.7,7
7188,-0.4,-1817.36,-129.81143,0.75365,-0.32931,-0.39603,0,33.83,14,1.7,7.1
7289,-0.4,-1817.36,-129.81143,0.75365,-0.32931,-0.39603,0,33.83,14,1.7,7.2
7390,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.7,7.3
7491,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.7,7.4
7592,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.7,7.5
7693,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.7,7.6
7794,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.7,7.7
7895,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.7,7.8
7996,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.7,7.9
8097,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.7,8
8198,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.7,8.1
8299,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.7,8.2
8400,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.7,8.3
8501,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.7,8.4
8602,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.7,8.5
8703,-0.09,-1661.46,-207.6825,0.70847,-0.23382,-0.09103,0,42.61,8,1.7,8.6
8804,-0.09,-1661.46,-207.6825,0.70847,-0.23382,-0.09103,0,42.61,8,1.7,8.7
8905,-0.09,-1661.46,-207.6825,0.70847,-0.23382,-0.09103,0,42.61,8,1.7,8.8
9006,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.7,8.9
9107,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.7,9
9208,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.7,9.1
9309,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.7,9.2
9410,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.7,9.3
9511,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.7,9.4
9612,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.7,9.5
9713,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.7,9.6
9814,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.7,9.7
9915,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.7,9.8
10016,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.7,9.9
10117,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.7,10
18,-0.2,-1690.25,-153.65909,0.68509,-0.40179,-0.19534,0,28.05,11,1.8,0
119,-0.2,-1690.25,-153.65909,0.68509,-0.40179,-0.19534,0,28.05,11,1.8,0.1
220,-0.2,-1690.25,-153.65909,0.68509,-0.40179,-0.19534,0,28.05,11,1.8,0.2
321,-0.2,-1690.25,-153.65909,0.68509,-0.40179,-0.19534,0,28.05,11,1.8,0.3
422,-0.2,-1690.25,-153.65909,0.68509,-0.40179,-0.19534,0,28.05,11,1.8,0.4
523,-0.2,-1690.25,-153.65909,0.68509,-0.40179,-0.19534,0,28.05,11,1.8,0.5
624,-0.2,-1690.25,-153.65909,0.68509,-0.40179,-0.19534,0,28.05,11,1.8,0.6
725,-0.2,-1690.25,-153.65909,0.68509,-0.40179,-0.19534,0,28.05,11,1.8,0.7
826,-0.2,-1690.25,-153.65909,0.68509,-0.40179,-0.19534,0,28.05,11,1.8,0.8
927,-0.2,-1690.25,-153.65909,0.68509,-0.40179,-0.19534,0,28.05,11,1.8,0.9
1028,-0.2,-1690.25,-153.65909,0.68509,-0.40179,-0.19534,0,28.05,11,1.8,1
1129,-0.2,-1690.25,-153.65909,0.68509,-0.40179,-0.19534,0,28.05,11,1.8,1.1
1230,-0.2,-1690.25,-153.65909,0.68509,-0.40179,-0.19534,0,28.05,11,1.8,1.2
1331,-0.2,-1690.25,-153.65909,0.68509,-0.40179,-0.19534,0,28.05,11,1.8,1.3
1432,-0.2,-1690.25,-153.65909,0.68509,-0.40179,-0.19534,0,28.05,11,1.8,1.4
1533,-0.2,-1690.25,-153.65909,0.68509,-0.40179,-0.19534,0,28.05,11,1.8,1.5
1634,-0.2,-1690.25,-153.65909,0.68509,-0.40179,-0.19534,0,28.05,11,1.8,1.6
1735,-0.2,-1690.25,-153.65909,0.68509,-0.40179,-0.19534,0,28.05,11,1.8,1.7
1836,-0.2,-1690.25,-153.65909,0.68509,-0.40179,-0.19534,0,28.05,11,1.8,1.8
1937,-0.2,-1690.25,-153.65909,0.68509,-0.40179,-0.19534,0,28.05,11,1.8,1.9
2038,-0.2,-1690.25,-153.65909,0.68509,-0.40179,-0.19534,0,28.05,11,1.8,2
2139,-0.2,-1689.53,-153.59364,0.68518,-0.40169,-0.19526,0,28.04,11,1.8,2.1
2240,-0.2,-1698.98,-154.45273,0.68366,-0.40303,-0.19627,0,28.1,11,1.8,2.2
2341,-0.19,-1680.5,-152.77273,0.68602,-0.4004,-0.19428,0,27.98,11,1.8,2.3
2442,-0.17,-1766.39,-176.639,0.6726,-0.42979,-0.16524,0,27.4,10,1.8,2.4
2543,-0.17,-1869.13,-186.913,0.65859,-0.44848,-0.17444,0,27.78,10,1.8,2.5
2644,-0.17,-1839.95,-183.995,0.66253,-0.44302,-0.17185,0,27.69,10,1.8,2.6
2745,-0.17,-1777.01,-177.701,0.67127,-0.43126,-0.16614,0,27.47,10,1.8,2.7
2846,-0.17,-1777.01,-177.701,0.67127,-0.43126,-0.16614,0,27.47,10,1.8,2.8
2947,-0.16,-1763.21,-176.321,0.67299,-0.42934,-0.16494,0,27.38,10,1.8,2.9
3048,-0.16,-1763.21,-176.321,0.67299,-0.42934,-0.16494,0,27.38,10,1.8,3
3149,-0.16,-1729.25,-172.925,0.67766,-0.42306,-0.16142,0,27.25,10,1.8,3.1
3250,-0.16,-1737.71,-173.771,0.67659,-0.42425,-0.16213,0,27.31,10,1.8,3.2
3351,-0.16,-1737.71,-173.771,0.67659,-0.42425,-0.16213,0,27.31,10,1.8,3.3
3452,-0.23,-1640.69,-136.72417,0.69116,-0.39466,-0.23316,0,27.71,12,1.8,3.4
3553,-0.23,-1605.98,-133.83167,0.69571,-0.38957,-0.22855,0,27.48,12,1.8,3.5
3654,-0.23,-1607.17,-133.93083,0.69555,-0.38974,-0.22869,0,27.49,12,1.8,3.6
3755,-0.23,-1603.92,-133.66,0.69649,-0.38767,-0.22703,0,27.58,12,1.8,3.7
3856,-0.23,-1633.79,-136.14917,0.69206,-0.39366,-0.23191,0,27.67,12,1.8,3.8
3957,-1.06,-2220.7,-88.828,0.70781,-0.47329,-1.06066,0,31.28,25,1.8,3.9
4058,-0.46,-1104.53,-52.59667,0.8244,-0.30002,-0.46411,0,24.54,21,1.8,4
4159,-1,-1966.08,-56.17371,0.77686,-0.44112,-0.99877,0,29.71,35,1.8,4.1
4260,-1.46,-3133.73,-82.46658,0.8136,-0.50031,-1.45603,0,40.07,38,1.8,4.2
4361,-5,-11641.44,-253.07478,0.45638,-0.63024,-5,0,84.61,46,1.8,4.3
4462,-0.62,-2938.31,-244.85917,0.649,-0.55125,-0.62491,0,35.54,12,1.8,4.4
4563,-0.62,-2938.31,-244.85917,0.649,-0.55125,-0.62491,0,35.54,12,1.8,4.5
4664,-1.41,-2777.19,-154.28833,0.46426,-0.71655,-1.41408,0,25.84,18,1.8,4.6
4765,-1.41,-2777.19,-154.28833,0.46426,-0.71655,-1.41408,0,25.84,18,1.8,4.7
4866,-1.74,-5787.43,-413.38786,0.43472,-0.85354,-1.73903,0,45.2,14,1.8,4.8
4967,-0.88,-5328.33,-409.87154,0.34133,-0.7112,-0.87584,0,49.95,13,1.8,4.9
5068,-0.88,-5328.33,-409.87154,0.34133,-0.7112,-0.87584,0,49.95,13,1.8,5
5169,-0.86,-5229.07,-402.23615,0.34813,-0.70684,-0.86301,0,49.32,13,1.8,5.1
5270,-1.23,-6127.67,-437.69071,0.42655,-0.76377,-1.23103,0,53.49,14,1.8,5.2
5371,-1.23,-6127.67,-437.69071,0.42655,-0.76377,-1.23103,0,53.49,14,1.8,5.3
5472,-5,-7830.09,-340.4387,0.27018,-0.90377,-5,0,57.76,23,1.8,5.4
5573,-5,-7830.09,-340.4387,0.27018,-0.90377,-5,0,57.76,23,1.8,5.5
5674,-1.71,-3791.82,-210.65667,0.58877,-0.57991,-1.7071,0,43.59,18,1.8,5.6
5775,-0.76,-3069.88,-219.27714,0.72041,-0.46838,-0.76396,0,43.7,14,1.8,5.7
5876,-0.76,-3069.88,-219.27714,0.72041,-0.46838,-0.76396,0,43.7,14,1.8,5.8
5977,-0.76,-3069.88,-219.27714,0.72041,-0.46838,-0.76396,0,43.7,14,1.8,5.9
6078,-0.62,-1923.99,-101.26263,0.83562,-0.29397,-0.61749,0,43.63,19,1.8,6
6179,-1.58,-3227.23,-134.46792,0.68277,-0.49289,-1.58228,0,43.65,24,1.8,6.1
6280,-0.61,-1902.86,-100.15053,0.83743,-0.29168,-0.61116,0,43.49,19,1.8,6.2
6381,-0.61,-1902.86,-100.15053,0.83743,-0.29168,-0.61116,0,43.49,19,1.8,6.3
6482,-0.61,-1902.86,-100.15053,0.83743,-0.29168,-0.61116,0,43.49,19,1.8,6.4
6583,-0.61,-1902.86,-100.15053,0.83743,-0.29168,-0.61116,0,43.49,19,1.8,6.5
6684,-0.61,-1902.86,-100.15053,0.83743,-0.29168,-0.61116,0,43.49,19,1.8,6.6
6785,-0.77,-2090.39,-99.54238,0.81695,-0.32781,-0.76812,0,41.51,21,1.8,6.7
6886,-0.76,-1965.78,-89.35364,0.82908,-0.31374,-0.75557,0,40.65,22,1.8,6.8
6987,-0.76,-1965.78,-89.35364,0.82908,-0.31374,-0.75557,0,40.65,22,1.8,6.9
7088,-0.76,-1965.78,-89.35364,0.82908,-0.31374,-0.75557,0,40.65,22,1.8,7
7189,-0.4,-1793.83,-128.13071,0.75101,-0.33345,-0.40194,0,33.09,14,1.8,7.1
7290,-0.4,-1817.36,-129.81143,0.75365,-0.32931,-0.39603,0,33.83,14,1.8,7.2
7391,-0.4,-1817.36,-129.81143,0.75365,-0.32931,-0.39603,0,33.83,14,1.8,7.3
7492,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.8,7.4
7593,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.8,7.5
7694,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.8,7.6
7795,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.8,7.7
7896,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.8,7.8
7997,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.8,7.9
8098,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.8,8
8199,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.8,8.1
8300,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.8,8.2
8401,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.8,8.3
8502,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.8,8.4
8603,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.8,8.5
8704,-0.16,-1843.92,-184.392,0.70913,-0.2595,-0.16222,0,42.61,10,1.8,8.6
8805,-0.09,-1661.46,-207.6825,0.70847,-0.23382,-0.09103,0,42.61,8,1.8,8.7
8906,-0.09,-1661.46,-207.6825,0.70847,-0.23382,-0.09103,0,42.61,8,1.8,8.8
9007,-0.09,-1661.46,-207.6825,0.70847,-0.23382,-0.09103,0,42.61,8,1.8,8.9
9108,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.8,9
9209,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.8,9.1
9310,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.8,9.2
9411,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.8,9.3
9512,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.8,9.4
9613,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.8,9.5
9714,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.8,9.6
9815,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.8,9.7
9916,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.8,9.8
10017,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.8,9.9
10118,-0.03,-3196.63,-1598.315,0,-0.2618,-0.0338,0,58.33,2,1.8,10
19,-0.27,-1311.48,-93.67714,0.75225,-0.36488,-0.26981,0,23.96,14,1.9,0
120,-0.27,-1311.48,-93.67714,0.75225,-0.36488,-0.26981,0,23.96,14,1.9,0.1
221,-0.27,-1311.48,-93.67714,0.75225,-0.36488,-0.26981,0,23.96,14,1.9,0.2
322,-0.27,-1311.48,-93.67714,0.75225,-0.36488,-0.26981,0,23.96,14,1.9,0.3
423,-0.27,-1311.48,-93.67714,0.75225,-0.36488,-0.26981,0,23.96,14,1.9,0.4
524,-0.27,-1311.48,-93.67714,0.75225,-0.36488,-0.26981,0,23.96,14,1.9,0.5
625,-0.27,-1311.48,-93.67714,0.75225,-0.36488,-0.26981,0,23.96,14,1.9,0.6
726,-0.27,-1311.48,-93.67714,0.75225,-0.36488,-0.26981,0,23.96,14,1.9,0.7
827,-0.27,-1311.48,-93.67714,0.75225,-0.36488,-0.26981,0,23.96,14,1.9,0.8
928,-0.27,-1311.48,-93.67714,0.75225,-0.36488,-0.26981,0,23.96,14,1.9,0.9
1029,-0.27,-1311.48,-93.67714,0.75225,-0.36488,-0.26981,0,23.96,14,1.9,1
1130,-0.27,-1311.48,-93.67714,0.75225,-0.36488,-0.26981,0,23.96,14,1.9,1.1
1231,-0.27,-1311.48,-93.67714,0.75225,-0.36488,-0.26981,0,23.96,14,1.9,1.2
1332,-0.27,-1311.48,-93.67714,0.75225,-0.36488,-0.26981,0,23.96,14,1.9,1.3
1433,-0.27,-1311.48,-93.67714,0.75225,-0.36488,-0.26981,0,23.96,14,1.9,1.4
1534,-0.27,-1311.48,-93.67714,0.75225,-0.36488,-0.26981,0,23.96,14,1.9,1.5
1635,-0.27,-1311.48,-93.67714,0.75225,-0.36488,-0.26981,0,23.96,14,1.9,1.6
1736,-0.27,-1311.48,-93.67714,0.75225,-0.36488,-0.26981,0,23.96,14,1.9,1.7
1837,-0.27,-1311.48,-93.67714,0.75225,-0.36488,-0.26981,0,23.96,14,1.9,1.8
1938,-0.27,-1311.48,-93.67714,0.75225,-0.36488,-0.26981,0,23.96,14,1.9,1.9
2039,-0.27,-1311.48,-93.67714,0.75225,-0.36488,-0.26981,0,23.96,14,1.9,2
2140,-0.27,-1311.48,-93.67714,0.75225,-0.36488,-0.26981,0,23.96,14,1.9,2.1
2241,-0.27,-1310.76,-93.62571,0.75235,-0.36475,-0.26966,0,23.96,14,1.9,2.2
2342,-0.27,-1320.21,-94.30071,0.75076,-0.36642,-0.2715,0,24.02,14,1.9,2.3
2443,-0.27,-1301.73,-92.98071,0.75339,-0.36315,-0.26789,0,23.9,14,1.9,2.4
2544,-0.51,-1865.84,-116.615,0.67926,-0.5049,-0.51262,0,24.59,16,1.9,2.5
2645,-0.56,-2051.23,-128.20188,0.65868,-0.53017,-0.56085,0,25.79,16,1.9,2.6
2746,-0.53,-1935.79,-120.98688,0.67026,-0.52234,-0.53408,0,24.71,16,1.9,2.7
2847,-0.52,-1876.46,-117.27875,0.67802,-0.50777,-0.51526,0,24.61,16,1.9,2.8
2948,-0.52,-1876.46,-117.27875,0.67802,-0.50777,-0.51526,0,24.61,16,1.9,2.9
3049,-0.43,-1793.96,-119.59733,0.68776,-0.48826,-0.42954,0,24.37,15,1.9,3
3150,-0.43,-1793.96,-119.59733,0.68776,-0.48826,-0.42954,0,24.37,15,1.9,3.1
3251,-0.5,-1828.95,-114.30938,0.68396,-0.50183,-0.5025,0,24.27,16,1.9,3.2
3352,-0.5,-1837.41,-114.83813,0.68296,-0.50415,-0.50457,0,24.29,16,1.9,3.3
3453,-0.5,-1837.41,-114.83813,0.68296,-0.50415,-0.50457,0,24.29,16,1.9,3.4
3554,-0.47,-1502.31,-88.37118,0.72594,-0.42065,-0.46597,0,23.81,17,1.9,3.5
