Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,EntryZScore,StopZScore
6636,-1.87,-11338.92,-1030.81091,0.11964,-0.70802,-1.86875,0,81.39,11,7.1,6.5
6737,-1.87,-11338.92,-1030.81091,0.11964,-0.70802,-1.86875,0,81.39,11,7.1,6.6
6838,-1.87,-11338.92,-1030.81091,0.11964,-0.70802,-1.86875,0,81.39,11,7.1,6.7
6939,-1.87,-11338.92,-1030.81091,0.11964,-0.70802,-1.86875,0,81.39,11,7.1,6.8
7040,-1.87,-11338.92,-1030.81091,0.11964,-0.70802,-1.86875,0,81.39,11,7.1,6.9
7141,-1.87,-11338.92,-1030.81091,0.11964,-0.70802,-1.86875,0,81.39,11,7.1,7
7242,-1.87,-11338.92,-1030.81091,0.11964,-0.70802,-1.86875,0,81.39,11,7.1,7.1
7343,-1.87,-11338.92,-1030.81091,0.11964,-0.70802,-1.86875,0,81.39,11,7.1,7.2
7444,-1.87,-11338.92,-1030.81091,0.11964,-0.70802,-1.86875,0,81.39,11,7.1,7.3
7545,-1.87,-11338.92,-1030.81091,0.11964,-0.70802,-1.86875,0,81.39,11,7.1,7.4
7646,-1.87,-11338.92,-1030.81091,0.11964,-0.70802,-1.86875,0,81.39,11,7.1,7.5
7747,-1.87,-11338.92,-1030.81091,0.11964,-0.70802,-1.86875,0,81.39,11,7.1,7.6
7848,-1.87,-11338.92,-1030.81091,0.11964,-0.70802,-1.86875,0,81.39,11,7.1,7.7
7949,-1.87,-11338.92,-1030.81091,0.11964,-0.70802,-1.86875,0,81.39,11,7.1,7.8
8050,-1.87,-11338.92,-1030.81091,0.11964,-0.70802,-1.86875,0,81.39,11,7.1,7.9
8151,-1.87,-11338.92,-1030.81091,0.11964,-0.70802,-1.86875,0,81.39,11,7.1,8
8252,-1.87,-11338.92,-1030.81091,0.11964,-0.70802,-1.86875,0,81.39,11,7.1,8.1
8353,-1.87,-11338.92,-1030.81091,0.11964,-0.70802,-1.86875,0,81.39,11,7.1,8.2
8454,-1.87,-11338.92,-1030.81091,0.11964,-0.70802,-1.86875,0,81.39,11,7.1,8.3
8555,-1.87,-11338.92,-1030.81091,0.11964,-0.70802,-1.86875,0,81.39,11,7.1,8.4
8656,-1.87,-11338.92,-1030.81091,0.11964,-0.70802,-1.86875,0,81.39,11,7.1,8.5
8757,-1.87,-11338.92,-1030.81091,0.11964,-0.70802,-1.86875,0,81.39,11,7.1,8.6
8858,-1.87,-11338.92,-1030.81091,0.11964,-0.70802,-1.86875,0,81.39,11,7.1,8.7
8959,-1.87,-11338.92,-1030.81091,0.11964,-0.70802,-1.86875,0,81.39,11,7.1,8.8
9060,-1.87,-11338.92,-1030.81091,0.11964,-0.70802,-1.86875,0,81.39,11,7.1,8.9
9161,-1.87,-11338.92,-1030.81091,0.11964,-0.70802,-1.86875,0,81.39,11,7.1,9
9262,-1.87,-11314.13,-1028.55727,0.11987,-0.70647,-1.86546,0,81.29,11,7.1,9.1
9363,-1.87,-11314.13,-1028.55727,0.11987,-0.70647,-1.86546,0,81.29,11,7.1,9.2
9464,-1.87,-11314.13,-1028.55727,0.11987,-0.70647,-1.86546,0,81.29,11,7.1,9.3
9565,-1.87,-11314.13,-1028.55727,0.11987,-0.70647,-1.86546,0,81.29,11,7.1,9.4
9666,-1.87,-11314.13,-1028.55727,0.11987,-0.70647,-1.86546,0,81.29,11,7.1,9.5
9767,-1.87,-11314.13,-1028.55727,0.11987,-0.70647,-1.86546,0,81.29,11,7.1,9.6
9868,-1.86,-11303.06,-1027.55091,0.11998,-0.70578,-1.86389,0,81.25,11,7.1,9.7
9969,-1.86,-11303.06,-1027.55091,0.11998,-0.70578,-1.86389,0,81.25,11,7.1,9.8
10070,-1.86,-11307.51,-1027.95546,0.11994,-0.70606,-1.86434,0,81.26,11,7.1,9.9
10171,-1.86,-11307.51,-1027.95546,0.11994,-0.70606,-1.86434,0,81.26,11,7.1,10
72,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,0
173,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,0.1
274,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,0.2
375,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,0.3
476,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,0.4
577,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,0.5
678,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,0.6
779,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,0.7
880,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,0.8
981,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,0.9
1082,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,1
1183,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,1.1
1284,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,1.2
1385,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,1.3
1486,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,1.4
1587,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,1.5
1688,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,1.6
1789,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,1.7
1890,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,1.8
1991,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,1.9
2092,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,2
2193,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,2.1
2294,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,2.2
2395,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,2.3
2496,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,2.4
2597,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,2.5
2698,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,2.6
2799,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,2.7
2900,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,2.8
3001,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,2.9
3102,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,3
3203,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,3.1
3304,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,3.2
3405,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,3.3
3506,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,3.4
3607,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,3.5
3708,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,3.6
3809,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,3.7
3910,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,3.8
4011,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,3.9
4112,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,4
4213,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,4.1
4314,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,4.2
4415,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,4.3
4516,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,4.4
4617,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,4.5
4718,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,4.6
4819,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,4.7
4920,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,4.8
5021,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,4.9
5122,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,5
5223,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,5.1
5324,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,5.2
5425,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,5.3
5526,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,5.4
5627,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,5.5
5728,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,5.6
5829,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,5.7
5930,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,5.8
6031,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,5.9
6132,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,6
6233,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,6.1
6334,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,6.2
6435,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,6.3
6536,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,6.4
6637,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,6.5
6738,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,6.6
6839,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,6.7
6940,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,6.8
7041,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,6.9
7142,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,7
7243,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,7.1
7344,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,7.2
7445,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,7.3
7546,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,7.4
7647,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,7.5
7748,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,7.6
7849,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,7.7
7950,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,7.8
8051,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,7.9
8152,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,8
8253,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,8.1
8354,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,8.2
8455,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,8.3
8556,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,8.4
8657,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,8.5
8758,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,8.6
8859,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,8.7
8960,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,8.8
9061,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,8.9
9162,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,9
9263,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.2,9.1
9364,-3.16,-2787.73,-199.12357,0.35599,-0.53328,-3.16173,0,29.97,14,7.2,9.2
9465,-3.16,-2787.73,-199.12357,0.35599,-0.53328,-3.16173,0,29.97,14,7.2,9.3
9566,-3.16,-2787.73,-199.12357,0.35599,-0.53328,-3.16173,0,29.97,14,7.2,9.4
9667,-3.16,-2787.73,-199.12357,0.35599,-0.53328,-3.16173,0,29.97,14,7.2,9.5
9768,-3.16,-2787.73,-199.12357,0.35599,-0.53328,-3.16173,0,29.97,14,7.2,9.6
9869,-3.16,-2787.73,-199.12357,0.35599,-0.53328,-3.16173,0,29.97,14,7.2,9.7
9970,-3.15,-2776.66,-198.33286,0.35691,-0.53116,-3.14894,0,29.96,14,7.2,9.8
10071,-3.15,-2776.66,-198.33286,0.35691,-0.53116,-3.14894,0,29.96,14,7.2,9.9
10172,-3.15,-2781.11,-198.65071,0.35654,-0.53143,-3.15223,0,29.99,14,7.2,10
73,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,0
174,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,0.1
275,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,0.2
376,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,0.3
477,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,0.4
578,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,0.5
679,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,0.6
780,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,0.7
881,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,0.8
982,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,0.9
1083,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,1
1184,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,1.1
1285,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,1.2
1386,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,1.3
1487,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,1.4
1588,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,1.5
1689,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,1.6
1790,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,1.7
1891,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,1.8
1992,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,1.9
2093,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,2
2194,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,2.1
2295,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,2.2
2396,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,2.3
2497,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,2.4
2598,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,2.5
2699,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,2.6
2800,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,2.7
2901,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,2.8
3002,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,2.9
3103,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,3
3204,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,3.1
3305,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,3.2
3406,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,3.3
3507,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,3.4
3608,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,3.5
3709,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,3.6
3810,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,3.7
3911,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,3.8
4012,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,3.9
4113,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,4
4214,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,4.1
4315,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,4.2
4416,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,4.3
4517,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,4.4
4618,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,4.5
4719,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,4.6
4820,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,4.7
4921,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,4.8
5022,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,4.9
5123,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,5
5224,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,5.1
5325,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,5.2
5426,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,5.3
5527,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,5.4
5628,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,5.5
5729,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,5.6
5830,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,5.7
5931,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,5.8
6032,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,5.9
6133,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,6
6234,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,6.1
6335,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,6.2
6436,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,6.3
6537,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,6.4
6638,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,6.5
6739,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,6.6
6840,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,6.7
6941,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,6.8
7042,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,6.9
7143,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,7
7244,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,7.1
7345,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,7.2
7446,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,7.3
7547,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,7.4
7648,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,7.5
7749,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,7.6
7850,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,7.7
7951,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,7.8
8052,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,7.9
8153,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,8
8254,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,8.1
8355,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,8.2
8456,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,8.3
8557,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,8.4
8658,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,8.5
8759,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,8.6
8860,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,8.7
8961,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,8.8
9062,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,8.9
9163,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,9
9264,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,9.1
9365,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.3,9.2
9466,-3.16,-2787.73,-199.12357,0.35599,-0.53328,-3.16173,0,29.97,14,7.3,9.3
9567,-3.16,-2787.73,-199.12357,0.35599,-0.53328,-3.16173,0,29.97,14,7.3,9.4
9668,-3.16,-2787.73,-199.12357,0.35599,-0.53328,-3.16173,0,29.97,14,7.3,9.5
9769,-3.16,-2787.73,-199.12357,0.35599,-0.53328,-3.16173,0,29.97,14,7.3,9.6
9870,-3.16,-2787.73,-199.12357,0.35599,-0.53328,-3.16173,0,29.97,14,7.3,9.7
9971,-3.16,-2787.73,-199.12357,0.35599,-0.53328,-3.16173,0,29.97,14,7.3,9.8
10072,-3.15,-2776.66,-198.33286,0.35691,-0.53116,-3.14894,0,29.96,14,7.3,9.9
10173,-3.15,-2776.66,-198.33286,0.35691,-0.53116,-3.14894,0,29.96,14,7.3,10
74,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.4,0
175,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.4,0.1
276,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.4,0.2
377,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.4,0.3
478,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.4,0.4
579,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.4,0.5
680,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.4,0.6
781,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.4,0.7
882,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.4,0.8
983,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.4,0.9
1084,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.4,1
1185,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.4,1.1
1286,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.4,1.2
1387,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.4,1.3
1488,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.4,1.4
1589,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.4,1.5
1690,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.4,1.6
1791,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.4,1.7
1892,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.4,1.8
1993,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.4,1.9
2094,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.4,2
2195,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.4,2.1
2296,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.4,2.2
2397,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.4,2.3
2498,-3.19,-2809.02,-200.64429,0.35425,-0.53817,-3.18503,0,29.98,14,7.4,2.4
