<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.07.10	16:00:00	1.08269	1.08289	1.08200	1.08226	5684	0	0
2024.07.10	17:00:00	1.08227	1.08287	1.08198	1.08231	5799	0	0
2024.07.10	18:00:00	1.08231	1.08276	1.08208	1.08223	3502	0	0
2024.07.10	19:00:00	1.08224	1.08278	1.08217	1.08269	2486	0	0
2024.07.10	20:00:00	1.08270	1.08287	1.08208	1.08220	2431	0	0
2024.07.10	21:00:00	1.08220	1.08252	1.08173	1.08250	2046	0	0
2024.07.10	22:00:00	1.08250	1.08296	1.08237	1.08287	1855	0	0
2024.07.10	23:00:00	1.08287	1.08306	1.08273	1.08299	807	0	0
2024.07.11	00:00:00	1.08298	1.08298	1.08241	1.08289	151	0	13
2024.07.11	01:00:00	1.08289	1.08331	1.08289	1.08328	633	0	0
2024.07.11	02:00:00	1.08329	1.08367	1.08310	1.08332	1005	0	0
2024.07.11	03:00:00	1.08333	1.08368	1.08324	1.08351	1608	0	0
2024.07.11	04:00:00	1.08350	1.08401	1.08324	1.08394	1426	0	0
2024.07.11	05:00:00	1.08394	1.08403	1.08368	1.08371	1154	0	0
2024.07.11	06:00:00	1.08371	1.08389	1.08355	1.08380	1223	0	0
2024.07.11	07:00:00	1.08379	1.08389	1.08354	1.08364	992	0	0
2024.07.11	08:00:00	1.08364	1.08377	1.08343	1.08343	1149	0	0
2024.07.11	09:00:00	1.08344	1.08397	1.08321	1.08341	3460	0	0
2024.07.11	10:00:00	1.08341	1.08402	1.08325	1.08394	3401	0	0
2024.07.11	11:00:00	1.08394	1.08479	1.08382	1.08473	3136	0	0
2024.07.11	12:00:00	1.08473	1.08527	1.08431	1.08467	3140	0	0
2024.07.11	13:00:00	1.08467	1.08524	1.08455	1.08487	2559	0	0
2024.07.11	14:00:00	1.08486	1.08577	1.08486	1.08547	2728	0	0
2024.07.11	15:00:00	1.08547	1.08999	1.08445	1.08869	20691	0	0
2024.07.11	16:00:00	1.08868	1.08991	1.08685	1.08866	18815	0	0
2024.07.11	17:00:00	1.08866	1.08898	1.08705	1.08784	11508	0	0
2024.07.11	18:00:00	1.08784	1.08808	1.08665	1.08697	7235	0	0
2024.07.11	19:00:00	1.08698	1.08705	1.08639	1.08667	4257	0	0
2024.07.11	20:00:00	1.08668	1.08674	1.08597	1.08608	4662	0	0
2024.07.11	21:00:00	1.08608	1.08691	1.08602	1.08679	2984	0	0
2024.07.11	22:00:00	1.08678	1.08700	1.08641	1.08647	2600	0	0
2024.07.11	23:00:00	1.08647	1.08679	1.08642	1.08679	895	0	0
2024.07.12	00:00:00	1.08654	1.08674	1.08596	1.08657	612	0	17
2024.07.12	01:00:00	1.08658	1.08683	1.08640	1.08662	1066	0	0
2024.07.12	02:00:00	1.08663	1.08745	1.08649	1.08742	4104	0	0
2024.07.12	03:00:00	1.08741	1.08747	1.08678	1.08698	3693	0	0
2024.07.12	04:00:00	1.08698	1.08722	1.08637	1.08646	2425	0	0
2024.07.12	05:00:00	1.08647	1.08674	1.08634	1.08658	1959	0	0
2024.07.12	06:00:00	1.08658	1.08709	1.08646	1.08688	1333	0	0
2024.07.12	07:00:00	1.08687	1.08711	1.08682	1.08698	1053	0	0
2024.07.12	08:00:00	1.08699	1.08725	1.08676	1.08694	1705	0	0
2024.07.12	09:00:00	1.08695	1.08723	1.08632	1.08649	3439	0	0
2024.07.12	10:00:00	1.08649	1.08763	1.08617	1.08755	4075	0	0
2024.07.12	11:00:00	1.08756	1.08872	1.08754	1.08868	4459	0	0
2024.07.12	12:00:00	1.08867	1.08892	1.08814	1.08851	3612	0	0
2024.07.12	13:00:00	1.08851	1.08920	1.08846	1.08900	3077	0	0
2024.07.12	14:00:00	1.08899	1.08922	1.08864	1.08876	2879	0	0
2024.07.12	15:00:00	1.08876	1.08930	1.08733	1.08905	16504	0	0
2024.07.12	16:00:00	1.08905	1.08980	1.08868	1.08956	10743	0	0
2024.07.12	17:00:00	1.08968	1.09094	1.08933	1.09091	9498	0	0
2024.07.12	18:00:00	1.09091	1.09109	1.09011	1.09012	4574	0	0
2024.07.12	19:00:00	1.09012	1.09054	1.09005	1.09046	3358	0	0
2024.07.12	20:00:00	1.09045	1.09074	1.09010	1.09066	2339	0	0
2024.07.12	21:00:00	1.09065	1.09065	1.09009	1.09062	2063	0	0
2024.07.12	22:00:00	1.09061	1.09114	1.09047	1.09064	2555	0	0
2024.07.12	23:00:00	1.09064	1.09079	1.09040	1.09056	1147	0	0
2024.07.15	00:00:00	1.08853	1.08933	1.08821	1.08877	1464	0	36
2024.07.15	01:00:00	1.08878	1.08923	1.08846	1.08870	2413	0	0
2024.07.15	02:00:00	1.08870	1.08883	1.08832	1.08856	1786	0	0
2024.07.15	03:00:00	1.08857	1.08889	1.08833	1.08883	2121	0	0
2024.07.15	04:00:00	1.08884	1.08901	1.08859	1.08897	2244	0	0
2024.07.15	05:00:00	1.08898	1.08918	1.08864	1.08918	1727	0	0
2024.07.15	06:00:00	1.08918	1.08956	1.08905	1.08940	1009	0	0
2024.07.15	07:00:00	1.08939	1.08947	1.08925	1.08936	1035	0	0
2024.07.15	08:00:00	1.08935	1.08959	1.08925	1.08942	1297	0	0
2024.07.15	09:00:00	1.08943	1.08961	1.08862	1.08896	3597	0	0
2024.07.15	10:00:00	1.08895	1.08964	1.08838	1.08956	4740	0	0
2024.07.15	11:00:00	1.08956	1.09093	1.08956	1.09083	4084	0	0
2024.07.15	12:00:00	1.09083	1.09151	1.09067	1.09128	3729	0	0
2024.07.15	13:00:00	1.09127	1.09203	1.09048	1.09098	4341	0	0
2024.07.15	14:00:00	1.09097	1.09148	1.09050	1.09055	4451	0	0
2024.07.15	15:00:00	1.09055	1.09088	1.09020	1.09073	5646	0	0
2024.07.15	16:00:00	1.09073	1.09165	1.09067	1.09152	5239	0	0
2024.07.15	17:00:00	1.09152	1.09177	1.09075	1.09169	5757	0	0
2024.07.15	18:00:00	1.09170	1.09223	1.09099	1.09119	4684	0	0
2024.07.15	19:00:00	1.09118	1.09171	1.08999	1.09063	6436	0	0
2024.07.15	20:00:00	1.09062	1.09064	1.08931	1.08948	6308	0	0
2024.07.15	21:00:00	1.08949	1.09019	1.08934	1.09017	2768	0	0
2024.07.15	22:00:00	1.09016	1.09016	1.08962	1.08987	2853	0	0
2024.07.15	23:00:00	1.08986	1.08992	1.08937	1.08940	1366	0	0
2024.07.16	00:00:00	1.08871	1.08965	1.08867	1.08940	368	0	18
